,index,Pair,Spearman,Event_Type,Event,Event1,FishersZ,Sections,Relationship,Familiarity,Distance,Close
13535,ADQ044,ADQ021,0.18155433747922542,Speech,Speech MC2,Speech 3,0.18358953893427393,Speech,Stranger,0,4.0,0
13540,ADQ049,ADQ021,0.059262785886555064,Speech,Speech MC2,Speech 3,0.05933231095665414,Speech,Stranger,0,4.0,0
13545,ADQ054,ADQ021,0.07926747168913743,Speech,Speech MC2,Speech 3,0.0794341216944143,Speech,Stranger,0,4.0,0
13579,ADQ007,ADQ022,0.11049170796307624,Speech,Speech MC2,Speech 3,0.11094467358577194,Speech,Stranger,0,-2.0,1
13583,ADQ011,ADQ022,0.09942348217815843,Speech,Speech MC2,Speech 3,0.09975304034123213,Speech,Friend,1,1.0,1
13585,ADQ013,ADQ022,0.13112980393607826,Speech,Speech MC2,Speech 3,0.1318892481072974,Speech,Stranger,0,3.0,1
13587,ADQ015,ADQ022,0.31516659502034355,Speech,Speech MC2,Speech 3,0.32627151027100537,Speech,Stranger,0,3.0,1
13652,ADQ001,ADQ023,0.11755737745892318,Speech,Speech MC2,Speech 3,0.11810344995438092,Speech,Stranger,0,-2.0,1
13656,ADQ006,ADQ023,-0.08557200014907787,Speech,Speech MC2,Speech 3,-0.08578179155780151,Speech,Stranger,0,2.0,1
13660,ADQ010,ADQ023,0.03497150961317605,Speech,Speech MC2,Speech 3,0.034985776878359666,Speech,Stranger,0,4.0,0
13663,ADQ013,ADQ023,0.04035256360396221,Speech,Speech MC2,Speech 3,0.040374487449248035,Speech,Stranger,0,4.0,0
13668,ADQ020,ADQ023,0.07336022329190735,Speech,Speech MC2,Speech 3,0.0734922513291637,Speech,Stranger,0,4.0,0
13669,ADQ021,ADQ023,0.06966948344560146,Speech,Speech MC2,Speech 3,0.06978253430401582,Speech,Stranger,0,2.0,1
13678,ADQ030,ADQ023,0.09267817557856893,Speech,Speech MC2,Speech 3,0.09294489665487779,Speech,Stranger,0,4.0,0
13690,ADQ043,ADQ023,-0.007455674550778059,Speech,Speech MC2,Speech 3,-0.007455812701785779,Speech,Stranger,0,4.0,0
13696,ADQ049,ADQ023,-0.01874259538626524,Speech,Speech MC2,Speech 3,-0.018744790512420974,Speech,Stranger,0,4.0,0
13697,ADQ050,ADQ023,-0.028107797452952513,Speech,Speech MC2,Speech 3,-0.02811520313610008,Speech,Stranger,0,4.0,0
13711,ADQ064,ADQ023,-0.0034377218309067374,Speech,Speech MC2,Speech 3,-0.0034377353732563377,Speech,Stranger,0,4.0,0
13717,ADR071,ADQ023,0.0662792540145544,Speech,Speech MC2,Speech 3,0.06637656421491955,Speech,Stranger,0,4.0,0
13724,AEQ084,ADQ023,-0.0894822185469639,Speech,Speech MC2,Speech 3,-0.08972220260019673,Speech,Stranger,0,4.0,0
13727,AEQ088,ADQ023,0.07341173877462173,Speech,Speech MC2,Speech 3,0.07354404575086243,Speech,Stranger,0,4.0,0
13730,ADQ001,ADQ024,-0.02402139149892263,Speech,Speech MC2,Speech 3,-0.024026013431705837,Speech,Stranger,0,2.0,1
13738,ADQ010,ADQ024,-0.14540300865471864,Speech,Speech MC2,Speech 3,-0.14644091201121623,Speech,Stranger,0,4.0,0
13739,ADQ011,ADQ024,-0.06534256217911337,Speech,Speech MC2,Speech 3,-0.0654357977789173,Speech,Stranger,0,4.0,0
13742,ADQ014,ADQ024,-0.12988154503268506,Speech,Speech MC2,Speech 3,-0.13061936064585067,Speech,Stranger,0,4.0,0
13743,ADQ015,ADQ024,-0.11879928513318003,Speech,Speech MC2,Speech 3,-0.11936294809938865,Speech,Stranger,0,4.0,0
13749,ADQ023,ADQ024,-0.03011079163597056,Speech,Speech MC2,Speech 3,-0.030119896670754574,Speech,Stranger,0,3.0,1
13754,ADQ028,ADQ024,-0.09855695163470986,Speech,Speech MC2,Speech 3,-0.09887793452378343,Speech,Stranger,0,4.0,0
13762,ADQ036,ADQ024,-0.1630499659179087,Speech,Speech MC2,Speech 3,-0.16451837114072368,Speech,Stranger,0,4.0,0
13775,ADQ050,ADQ024,0.07791515952483144,Speech,Speech MC2,Speech 3,0.0780734047200769,Speech,Stranger,0,4.0,0
13784,ADQ059,ADQ024,0.02575715501823033,Speech,Speech MC2,Speech 3,0.02576285331866096,Speech,Stranger,0,4.0,0
13786,ADQ061,ADQ024,-0.14203793775419785,Speech,Speech MC2,Speech 3,-0.14300486405038965,Speech,Stranger,0,4.0,0
13787,ADQ062,ADQ024,-0.068516796477232,Speech,Speech MC2,Speech 3,-0.06862431804034647,Speech,Stranger,0,4.0,0
13790,ADQ065,ADQ024,-0.10412597957072503,Speech,Speech MC2,Speech 3,-0.10450476568336473,Speech,Stranger,0,4.0,0
13813,ADQ007,ADQ025,0.07009989145540131,Speech,Speech MC2,Speech 3,0.07021505469378084,Speech,Stranger,0,-2.0,1
13817,ADQ011,ADQ025,0.10251785490057042,Speech,Speech MC2,Speech 3,0.10287928799305245,Speech,Stranger,0,3.0,1
13819,ADQ013,ADQ025,0.029945306213913097,Speech,Speech MC2,Speech 3,0.029954261898139448,Speech,Stranger,0,2.0,1
13820,ADQ014,ADQ025,0.13458287372448816,Speech,Speech MC2,Speech 3,0.13540436631169808,Speech,Stranger,0,3.0,1
13821,ADQ015,ADQ025,0.10293958599483637,Speech,Speech MC2,Speech 3,0.10330551717141005,Speech,Friend,1,1.0,1
13826,ADQ022,ADQ025,0.09276410313202522,Speech,Speech MC2,Speech 3,0.093031569351738,Speech,Stranger,0,3.0,1
13888,ADQ004,ADQ026,-0.27300824763852644,Speech,Speech MC2,Speech 3,-0.2801114723617937,Speech,Stranger,0,4.0,0
13894,ADQ010,ADQ026,0.22106287711108338,Speech,Speech MC2,Speech 3,0.2247733208695163,Speech,Stranger,0,4.0,0
13896,ADQ012,ADQ026,-0.13063476982529418,Speech,Speech MC2,Speech 3,-0.1313855861693709,Speech,Stranger,0,3.0,1
13900,ADQ016,ADQ026,-0.19094311268925285,Speech,Speech MC2,Speech 3,-0.19331578562163743,Speech,Stranger,0,4.0,0
13904,ADQ022,ADQ026,-0.0611596080171117,Speech,Speech MC2,Speech 3,-0.061236035406537694,Speech,Stranger,0,4.0,0
13906,ADQ024,ADQ026,0.16448017303352716,Speech,Speech MC2,Speech 3,0.1659879923014047,Speech,Stranger,0,3.0,1
13907,ADQ025,ADQ026,-0.1540379646193344,Speech,Speech MC2,Speech 3,-0.15527393082391744,Speech,Stranger,0,4.0,0
13914,ADQ032,ADQ026,-0.09923098063241326,Speech,Speech MC2,Speech 3,-0.09955862067004279,Speech,Stranger,0,4.0,0
13927,ADQ046,ADQ026,0.1300017364011016,Speech,Speech MC2,Speech 3,0.1307416162800231,Speech,Stranger,0,4.0,0
13936,ADQ055,ADQ026,-0.11161784892518052,Speech,Speech MC2,Speech 3,-0.11208487698975902,Speech,Stranger,0,4.0,0
13969,ADQ007,ADQ027,0.09191920342400028,Speech,Speech MC2,Speech 3,0.0921794031866364,Speech,Stranger,0,1.0,1
13971,ADQ009,ADQ027,0.04302746617348803,Speech,Speech MC2,Speech 3,0.043054048858993305,Speech,Stranger,0,3.0,1
13973,ADQ011,ADQ027,0.10744300137249335,Speech,Speech MC2,Speech 3,0.10785932947126592,Speech,Stranger,0,2.0,1
13975,ADQ013,ADQ027,0.11994866874445963,Speech,Speech MC2,Speech 3,0.1205289475087064,Speech,Stranger,0,3.0,1
13977,ADQ015,ADQ027,0.37004633620630045,Speech,Speech MC2,Speech 3,0.388476786575872,Speech,Stranger,0,2.0,1
13979,ADQ019,ADQ027,0.01211833775868687,Speech,Speech MC2,Speech 3,0.01211893102019703,Speech,Stranger,0,3.0,1
13982,ADQ022,ADQ027,0.28705065778290156,Speech,Speech MC2,Speech 3,0.29534909942591736,Speech,Stranger,0,3.0,1
13985,ADQ025,ADQ027,0.20166295380433563,Speech,Speech MC2,Speech 3,0.20446539967622762,Speech,Stranger,0,2.0,1
14044,ADQ004,ADQ028,-0.029299210428330287,Speech,Speech MC2,Speech 3,-0.029307598657093335,Speech,Stranger,0,3.0,1
14053,ADQ013,ADQ028,-0.053164232052697685,Speech,Speech MC2,Speech 3,-0.05321440559309415,Speech,Stranger,0,3.0,1
14054,ADQ014,ADQ028,0.1782222601007244,Speech,Speech MC2,Speech 3,0.18014602657206297,Speech,Stranger,0,3.0,1
14055,ADQ015,ADQ028,-0.1780072826090156,Speech,Speech MC2,Speech 3,-0.17992400548899543,Speech,Stranger,0,3.0,1
14063,ADQ025,ADQ028,0.17365805679559548,Speech,Speech MC2,Speech 3,0.17543601595250752,Speech,Friend,1,3.0,1
14065,ADQ027,ADQ028,-0.013464040192410109,Speech,Speech MC2,Speech 3,-0.013464853869680698,Speech,Stranger,0,3.0,1
14125,ADQ007,ADQ029,0.1484423631057033,Speech,Speech MC2,Speech 3,0.14954732495049097,Speech,Stranger,0,3.0,1
14129,ADQ011,ADQ029,0.04865096074980673,Speech,Speech MC2,Speech 3,0.04868939959901793,Speech,Stranger,0,-2.0,1
14131,ADQ013,ADQ029,0.14465458839771983,Speech,Speech MC2,Speech 3,0.14567641171124474,Speech,Friend,1,1.0,1
14133,ADQ015,ADQ029,0.10917390237538692,Speech,Speech MC2,Speech 3,0.1096107766701966,Speech,Friend,1,-2.0,1
14138,ADQ022,ADQ029,0.25228625395428717,Speech,Speech MC2,Speech 3,0.257852975296706,Speech,Stranger,0,-2.0,1
14141,ADQ025,ADQ029,0.06877554569900807,Speech,Speech MC2,Speech 3,0.06888429233966054,Speech,Friend,1,-2.0,1
14143,ADQ027,ADQ029,0.29715332972901787,Speech,Speech MC2,Speech 3,0.30639431789400007,Speech,Stranger,0,3.0,1
14199,ADQ003,ADQ030,0.029297029407459308,Speech,Speech MC2,Speech 3,0.02930541576246964,Speech,Stranger,0,3.0,1
14206,ADQ010,ADQ030,0.2189250592919629,Speech,Speech MC2,Speech 3,0.2225267751711557,Speech,Stranger,0,3.0,1
14276,ADQ001,ADQ031,0.03604201715817439,Speech,Speech MC2,Speech 3,0.03605763585126291,Speech,Stranger,0,-2.0,1
14280,ADQ006,ADQ031,-0.1260100168842998,Speech,Speech MC2,Speech 3,-0.12668339501291784,Speech,Stranger,0,2.0,1
14284,ADQ010,ADQ031,0.09707151981054836,Speech,Speech MC2,Speech 3,0.0973781530670678,Speech,Stranger,0,4.0,0
14289,ADQ015,ADQ031,0.14428533887305753,Speech,Speech MC2,Speech 3,0.145299291082176,Speech,Stranger,0,4.0,0
14293,ADQ021,ADQ031,0.030267484766450345,Speech,Speech MC2,Speech 3,0.030276732739450307,Speech,Stranger,0,2.0,1
14295,ADQ023,ADQ031,0.09009181630828708,Speech,Speech MC2,Speech 3,0.09033675472122663,Speech,Friend,1,1.0,1
14296,ADQ024,ADQ031,-0.1981810464210026,Speech,Speech MC2,Speech 3,-0.2008385262162455,Speech,Stranger,0,3.0,1
14298,ADQ026,ADQ031,-0.12468154838158634,Speech,Speech MC2,Speech 3,-0.12533372080468155,Speech,Stranger,0,3.0,1
14306,ADQ034,ADQ031,-0.016077871743060884,Speech,Speech MC2,Speech 3,-0.016079257323650183,Speech,Stranger,0,4.0,0
14311,ADQ040,ADQ031,-0.0396303106819017,Speech,Speech MC2,Speech 3,-0.03965107753517974,Speech,Stranger,0,4.0,0
14315,ADQ044,ADQ031,0.08538666393942541,Speech,Speech MC2,Speech 3,0.08559509118092941,Speech,Stranger,0,4.0,0
14316,ADQ045,ADQ031,0.06995563557942407,Speech,Speech MC2,Speech 3,0.07007008791675781,Speech,Stranger,0,4.0,0
14321,ADQ050,ADQ031,0.008641765657319278,Speech,Speech MC2,Speech 3,0.008641980789639575,Speech,Stranger,0,4.0,0
14327,ADQ056,ADQ031,0.08017351682093002,Speech,Speech MC2,Speech 3,0.08034596196078765,Speech,Stranger,0,4.0,0
14328,ADQ057,ADQ031,0.05872290407247188,Speech,Speech MC2,Speech 3,0.05879054369477159,Speech,Stranger,0,4.0,0
14335,ADQ064,ADQ031,0.04415588692457716,Speech,Speech MC2,Speech 3,0.0441846180773289,Speech,Stranger,0,4.0,0
14336,ADQ065,ADQ031,-0.027915603946511144,Speech,Speech MC2,Speech 3,-0.02792285870497283,Speech,Stranger,0,4.0,0
14342,AEQ077,ADQ031,-0.16061030678657215,Speech,Speech MC2,Speech 3,-0.16201310010748224,Speech,Stranger,0,4.0,0
14351,AEQ088,ADQ031,0.13039032009425067,Speech,Speech MC2,Speech 3,0.1311369004426105,Speech,Stranger,0,4.0,0
14353,AER090,ADQ031,0.12664061285235365,Speech,Speech MC2,Speech 3,0.12732421730022841,Speech,Stranger,0,4.0,0
14359,ADQ007,ADQ032,-0.011816270458950284,Speech,Speech MC2,Speech 3,-0.011816820450983615,Speech,Stranger,0,3.0,1
14363,ADQ011,ADQ032,0.05417857985357767,Speech,Speech MC2,Speech 3,0.054231683874181216,Speech,Stranger,0,-2.0,1
14365,ADQ013,ADQ032,0.1423725240934254,Speech,Speech MC2,Speech 3,0.14334635615838148,Speech,Stranger,0,3.0,1
14367,ADQ015,ADQ032,0.3053478069273458,Speech,Speech MC2,Speech 3,0.3154067621426258,Speech,Stranger,0,-2.0,1
14372,ADQ022,ADQ032,0.25822020616635866,Speech,Speech MC2,Speech 3,0.26420052063849647,Speech,Stranger,0,-2.0,1
14375,ADQ025,ADQ032,0.005356988742218828,Speech,Speech MC2,Speech 3,0.00535703998685621,Speech,Friend,1,3.0,1
14377,ADQ027,ADQ032,0.20654306466139655,Speech,Speech MC2,Speech 3,0.20955765579768948,Speech,Stranger,0,3.0,1
14379,ADQ029,ADQ032,0.15809580122271316,Speech,Speech MC2,Speech 3,0.15943307750743585,Speech,Friend,1,1.0,1
14444,ADQ014,ADQ033,0.09615892347236504,Speech,Speech MC2,Speech 3,0.09645695776401521,Speech,Friend/Absent,1,3.0,1
14458,ADQ030,ADQ033,0.01531290583619452,Speech,Speech MC2,Speech 3,0.015314102887289698,Speech,Friend,1,-2.0,1
14515,ADQ007,ADQ034,0.04981065753298054,Speech,Speech MC2,Speech 3,0.04985191406817604,Speech,Stranger,0,3.0,1
14519,ADQ011,ADQ034,-0.0005745695078930781,Speech,Speech MC2,Speech 3,-0.0005745695711206573,Speech,Stranger,0,3.0,1
14521,ADQ013,ADQ034,0.05790493360424306,Speech,Speech MC2,Speech 3,0.057969782169813085,Speech,Stranger,0,2.0,1
14522,ADQ014,ADQ034,0.06783761766645652,Speech,Speech MC2,Speech 3,0.06794196754798994,Speech,Stranger,0,3.0,1
14523,ADQ015,ADQ034,0.0006028754854479589,Speech,Speech MC2,Speech 3,0.0006028755584881185,Speech,Friend,1,3.0,1
14531,ADQ025,ADQ034,0.04193979824197436,Speech,Speech MC2,Speech 3,0.04196441418232196,Speech,Friend,1,1.0,1
14533,ADQ027,ADQ034,-0.02902624046850621,Speech,Speech MC2,Speech 3,-0.029034396346685566,Speech,Stranger,0,-2.0,1
14534,ADQ028,ADQ034,0.0494167353776678,Speech,Speech MC2,Speech 3,0.04945701986817914,Speech,Friend,1,1.0,1
14535,ADQ029,ADQ034,-0.07712173049557679,Speech,Speech MC2,Speech 3,-0.0772751790224576,Speech,Friend,1,3.0,1
14588,ADQ001,ADQ035,0.10076057048112962,Speech,Speech MC2,Speech 3,0.10110365991930034,Speech,Stranger,0,-2.0,1
14592,ADQ006,ADQ035,-0.13383966589283924,Speech,Speech MC2,Speech 3,-0.13464752572678404,Speech,Stranger,0,3.0,1
14596,ADQ010,ADQ035,0.08042542156632444,Speech,Speech MC2,Speech 3,0.08059950153191728,Speech,Stranger,0,4.0,0
14600,ADQ014,ADQ035,-0.06405140805242833,Speech,Speech MC2,Speech 3,-0.06413921636842014,Speech,Stranger,0,4.0,0
14605,ADQ021,ADQ035,-0.01306573007721815,Speech,Speech MC2,Speech 3,-0.013066473651359238,Speech,Stranger,0,2.0,1
14607,ADQ023,ADQ035,0.05201798847335023,Speech,Speech MC2,Speech 3,0.05206498278430003,Speech,Friend,1,3.0,1
14609,ADQ025,ADQ035,0.005151186465537275,Speech,Speech MC2,Speech 3,0.005151232028029619,Speech,Stranger,0,4.0,0
14611,ADQ027,ADQ035,0.1290351571107642,Speech,Speech MC2,Speech 3,0.12975854587429275,Speech,Stranger,0,4.0,0
14613,ADQ029,ADQ035,0.030311431894169877,Speech,Speech MC2,Speech 3,0.0303207202235508,Speech,Stranger,0,4.0,0
14615,ADQ031,ADQ035,0.1383811970194669,Speech,Speech MC2,Speech 3,0.13927479034075535,Speech,Friend/Absent,1,3.0,1
14623,ADQ040,ADQ035,-0.08071620218996288,Speech,Speech MC2,Speech 3,-0.08089218213941361,Speech,Stranger,0,4.0,0
14625,ADQ042,ADQ035,-0.007789117915900243,Speech,Speech MC2,Speech 3,-0.00778927544449192,Speech,Stranger,0,4.0,0
14628,ADQ045,ADQ035,0.20528360148047958,Speech,Speech MC2,Speech 3,0.20824242628525955,Speech,Stranger,0,4.0,0
14629,ADQ046,ADQ035,0.10644422723868704,Speech,Speech MC2,Speech 3,0.1068490001774656,Speech,Stranger,0,4.0,0
14637,ADQ054,ADQ035,0.04912276767954514,Speech,Speech MC2,Speech 3,0.04916233682233994,Speech,Stranger,0,4.0,0
14638,ADQ055,ADQ035,-0.007686571624889703,Speech,Speech MC2,Speech 3,-0.007686723013142431,Speech,Stranger,0,4.0,0
14639,ADQ056,ADQ035,-0.005004195456897088,Speech,Speech MC2,Speech 3,-0.005004237229165849,Speech,Stranger,0,4.0,0
14642,ADQ059,ADQ035,0.0233284400777987,Speech,Speech MC2,Speech 3,0.023332673364532514,Speech,Stranger,0,4.0,0
14646,ADQ063,ADQ035,0.13923489301166975,Speech,Speech MC2,Speech 3,0.14014525828194085,Speech,Stranger,0,4.0,0
14652,ADR070,ADQ035,-0.013395513091453346,Speech,Speech MC2,Speech 3,-0.013396314406994953,Speech,Stranger,0,4.0,0
14654,AEQ077,ADQ035,0.051770873480654074,Speech,Speech MC2,Speech 3,0.051817200504729745,Speech,Stranger,0,4.0,0
14663,AEQ088,ADQ035,0.03539967858106758,Speech,Speech MC2,Speech 3,0.035414476594241254,Speech,Stranger,0,4.0,0
14671,ADQ007,ADQ036,-0.0071902122320681855,Speech,Speech MC2,Speech 3,-0.007190336145203491,Speech,Friend,1,1.0,1
14673,ADQ009,ADQ036,0.10237041915553971,Speech,Speech MC2,Speech 3,0.10273028852797378,Speech,Stranger,0,3.0,1
14675,ADQ011,ADQ036,0.143257930519292,Speech,Speech MC2,Speech 3,0.144250197568577,Speech,Stranger,0,2.0,1
14677,ADQ013,ADQ036,0.049198170474239016,Speech,Speech MC2,Speech 3,0.049237922288375015,Speech,Stranger,0,3.0,1
14679,ADQ015,ADQ036,-0.09754671932453908,Speech,Speech MC2,Speech 3,-0.09785789530070557,Speech,Stranger,0,2.0,1
14684,ADQ022,ADQ036,0.03636962594559169,Speech,Speech MC2,Speech 3,0.03638567465507267,Speech,Stranger,0,2.0,1
14687,ADQ025,ADQ036,0.08416864682120777,Speech,Speech MC2,Speech 3,0.08436825633686752,Speech,Stranger,0,3.0,1
14689,ADQ027,ADQ036,0.11107110124555108,Speech,Speech MC2,Speech 3,0.11153126585054228,Speech,Stranger,0,3.0,1
14691,ADQ029,ADQ036,0.07635249280079058,Speech,Speech MC2,Speech 3,0.0765013847357196,Speech,Stranger,0,3.0,1
14694,ADQ032,ADQ036,0.08245231559963082,Speech,Speech MC2,Speech 3,0.08263992898765186,Speech,Stranger,0,3.0,1
14745,ADQ003,ADQ037,-0.03508649721087002,Speech,Speech MC2,Speech 3,-0.03510090574287609,Speech,Stranger,0,3.0,1
14746,ADQ004,ADQ037,0.08240251875685707,Speech,Speech MC2,Speech 3,0.08258979149676085,Speech,Stranger,0,2.0,1
14748,ADQ006,ADQ037,0.05288222407546443,Speech,Speech MC2,Speech 3,0.05293160252368035,Speech,Stranger,0,3.0,1
14752,ADQ010,ADQ037,-0.0003684579517965495,Speech,Speech MC2,Speech 3,-0.0003684579684706564,Speech,Stranger,0,3.0,1
14755,ADQ013,ADQ037,0.10625982349138269,Speech,Speech MC2,Speech 3,0.10666248682306993,Speech,Stranger,0,4.0,0
14756,ADQ014,ADQ037,0.09423760448871471,Speech,Speech MC2,Speech 3,0.09451806655438233,Speech,Stranger,0,4.0,0
14758,ADQ016,ADQ037,0.2265312133100037,Speech,Speech MC2,Speech 3,0.23052999830434381,Speech,Stranger,0,3.0,1
14761,ADQ021,ADQ037,0.12168631342655559,Speech,Speech MC2,Speech 3,0.1222923325563056,Speech,Stranger,0,3.0,1
14767,ADQ027,ADQ037,0.17433235129115393,Speech,Speech MC2,Speech 3,0.17613136160207768,Speech,Stranger,0,4.0,0
14769,ADQ029,ADQ037,0.116061615552034,Speech,Speech MC2,Speech 3,0.11658699656380153,Speech,Stranger,0,4.0,0
14788,ADQ049,ADQ037,0.02958434137155826,Speech,Speech MC2,Speech 3,0.029592976973370794,Speech,Stranger,0,4.0,0
14828,ADQ008,ADQ038,0.18745771537661055,Speech,Speech MC2,Speech 3,0.18970098585389034,Speech,Friend,1,1.0,1
14844,ADQ026,ADQ038,0.06902828566352336,Speech,Speech MC2,Speech 3,0.0691382379055208,Speech,Stranger,0,3.0,1
14848,ADQ030,ADQ038,0.1374170467051983,Speech,Speech MC2,Speech 3,0.13829195008929437,Speech,Stranger,0,4.0,0
14859,ADQ042,ADQ038,0.09347844778989224,Speech,Speech MC2,Speech 3,0.09375216271854195,Speech,Stranger,0,4.0,0
14861,ADQ044,ADQ038,-0.01010304757489371,Speech,Speech MC2,Speech 3,-0.010103391340590774,Speech,Stranger,0,4.0,0
14866,ADQ049,ADQ038,0.0038603371620844237,Speech,Speech MC2,Speech 3,0.003860356338098569,Speech,Stranger,0,4.0,0
14868,ADQ051,ADQ038,0.14058590046892974,Speech,Speech MC2,Speech 3,0.14152323984313686,Speech,Stranger,0,4.0,0
14870,ADQ053,ADQ038,0.14947868426197194,Speech,Speech MC2,Speech 3,0.15060716321326906,Speech,Stranger,0,4.0,0
14882,ADQ065,ADQ038,-0.02439529375142783,Speech,Speech MC2,Speech 3,-0.024400134940190058,Speech,Stranger,0,4.0,0
14891,AEQ080,ADQ038,0.011881404854871422,Speech,Speech MC2,Speech 3,0.011881963992752334,Speech,Stranger,0,4.0,0
14892,AEQ081,ADQ038,0.09390619028668122,Speech,Speech MC2,Speech 3,0.09418369330580026,Speech,Stranger,0,4.0,0
14909,ADQ011,ADQ040,-0.047265920565296556,Speech,Speech MC2,Speech 3,-0.04730116623710314,Speech,Stranger,0,3.0,1
14911,ADQ013,ADQ040,0.1992857716919484,Speech,Speech MC2,Speech 3,0.20198867678309168,Speech,Friend,1,-2.0,1
14912,ADQ014,ADQ040,0.14398617702348424,Speech,Speech MC2,Speech 3,0.1449937822484514,Speech,Stranger,0,3.0,1
14913,ADQ015,ADQ040,-0.06916391413399932,Speech,Speech MC2,Speech 3,-0.06927451700958703,Speech,Stranger,0,3.0,1
14918,ADQ022,ADQ040,-0.12452551697345231,Speech,Speech MC2,Speech 3,-0.12517522864046807,Speech,Stranger,0,3.0,1
14921,ADQ025,ADQ040,0.008365409160617001,Speech,Speech MC2,Speech 3,0.00836560430611824,Speech,Stranger,0,3.0,1
14925,ADQ029,ADQ040,0.012113376296770685,Speech,Speech MC2,Speech 3,0.012113968829861106,Speech,Stranger,0,-2.0,1
14928,ADQ032,ADQ040,-0.07060043492752814,Speech,Speech MC2,Speech 3,-0.07071808776043788,Speech,Stranger,0,-2.0,1
14930,ADQ034,ADQ040,0.11819615780000793,Speech,Speech MC2,Speech 3,0.11875123119525131,Speech,Stranger,0,3.0,1
14979,ADQ003,ADQ041,0.08846433964148577,Speech,Speech MC2,Speech 3,0.08869620152807227,Speech,Stranger,0,4.0,0
14980,ADQ004,ADQ041,0.16628276672880205,Speech,Speech MC2,Speech 3,0.1678412757677161,Speech,Stranger,0,4.0,0
14987,ADQ011,ADQ041,-0.0543434619769808,Speech,Speech MC2,Speech 3,-0.05439705288706718,Speech,Stranger,0,4.0,0
14990,ADQ014,ADQ041,0.046000626979269946,Speech,Speech MC2,Speech 3,0.04603311489708031,Speech,Stranger,0,4.0,0
14995,ADQ021,ADQ041,0.10632071802361688,Speech,Speech MC2,Speech 3,0.10672407717987295,Speech,Stranger,0,4.0,0
14998,ADQ024,ADQ041,-0.10342039354492191,Speech,Speech MC2,Speech 3,-0.1037914985425362,Speech,Family_ParentChild,1,3.0,1
15000,ADQ026,ADQ041,-0.007614704582038645,Speech,Speech MC2,Speech 3,-0.007614851763473515,Speech,Stranger,0,2.0,1
15003,ADQ029,ADQ041,-0.005144403971739354,Speech,Speech MC2,Speech 3,-0.0051444493544922105,Speech,Stranger,0,4.0,0
15005,ADQ031,ADQ041,0.20825635596205316,Speech,Speech MC2,Speech 3,0.2113479567663846,Speech,Stranger,0,3.0,1
15006,ADQ032,ADQ041,0.17538410014828476,Speech,Speech MC2,Speech 3,0.17721628246006182,Speech,Stranger,0,4.0,0
15012,ADQ038,ADQ041,0.1133461457922267,Speech,Speech MC2,Speech 3,0.11383532128570337,Speech,Stranger,0,3.0,1
15022,ADQ049,ADQ041,0.026104269026846618,Speech,Speech MC2,Speech 3,0.026110200887914065,Speech,Stranger,0,4.0,0
15026,ADQ053,ADQ041,0.05307168921939298,Speech,Speech MC2,Speech 3,0.0531216009096616,Speech,Stranger,0,4.0,0
15028,ADQ055,ADQ041,0.1718696660188214,Speech,Speech MC2,Speech 3,0.173592603648379,Speech,Stranger,0,4.0,0
15030,ADQ057,ADQ041,0.041768464666335936,Speech,Speech MC2,Speech 3,0.04179277994283741,Speech,Stranger,0,4.0,0
15041,ADR069,ADQ041,0.011309876575681176,Speech,Speech MC2,Speech 3,0.011310358840603794,Speech,Stranger,0,4.0,0
15054,AEQ089,ADQ041,0.14543631103544805,Speech,Speech MC2,Speech 3,0.14647493384755336,Speech,Stranger,0,4.0,0
15067,ADQ013,ADQ042,0.06666980130617516,Speech,Speech MC2,Speech 3,0.0667688449463571,Speech,Friend,1,3.0,1
15068,ADQ014,ADQ042,0.0969425269352247,Speech,Speech MC2,Speech 3,0.09724793479035786,Speech,Friend,1,2.0,1
15069,ADQ015,ADQ042,0.07429451543917112,Speech,Speech MC2,Speech 3,0.07443166379555897,Speech,Stranger,0,3.0,1
15077,ADQ025,ADQ042,0.1491605031698899,Speech,Speech MC2,Speech 3,0.15028172606043538,Speech,Stranger,0,-2.0,1
15079,ADQ027,ADQ042,0.10175478713576076,Speech,Speech MC2,Speech 3,0.10210817608237283,Speech,Stranger,0,3.0,1
15080,ADQ028,ADQ042,0.14626324590027165,Speech,Speech MC2,Speech 3,0.1473198417796345,Speech,Stranger,0,-2.0,1
15081,ADQ029,ADQ042,-0.0003013466267122225,Speech,Speech MC2,Speech 3,-0.0003013466358339642,Speech,Stranger,0,3.0,1
15086,ADQ034,ADQ042,-0.029047059447863174,Speech,Speech MC2,Speech 3,-0.029055232893899677,Speech,Stranger,0,-2.0,1
15091,ADQ040,ADQ042,0.020853712501281513,Speech,Speech MC2,Speech 3,0.02085673622586051,Speech,Friend/Absent,1,3.0,1
15135,ADQ003,ADQ043,-0.004542125909302186,Speech,Speech MC2,Speech 3,-0.004542157145749096,Speech,Family_Partner,1,1.0,1
15136,ADQ004,ADQ043,-0.12082638511991893,Speech,Speech MC2,Speech 3,-0.1214195719035691,Speech,Stranger,0,-2.0,1
15142,ADQ010,ADQ043,0.04171294974012273,Speech,Speech MC2,Speech 3,0.04173716812488249,Speech,Family_ParentChild,1,3.0,1
15158,ADQ028,ADQ043,0.1742891402903614,Speech,Speech MC2,Speech 3,0.17608679652546796,Speech,Stranger,0,3.0,1
