,index,Pair,Spearman,Event_Type,Event,Event1,FishersZ,Sections,Relationship,Familiarity,Distance,Close
9,ADQ011,ADQ001,-0.07504403206131552,Speech,Speech,Speech 1,-0.07518538281450335,Speech,Stranger,0,4.0,0
11,ADQ013,ADQ001,-0.07190221698011923,Speech,Speech,Speech 1,-0.07202651254901862,Speech,Stranger,0,4.0,0
16,ADQ020,ADQ001,-0.03757278818039843,Speech,Speech,Speech 1,-0.0375904838537474,Speech,Stranger,0,4.0,0
18,ADQ022,ADQ001,0.08374840539037462,Speech,Speech,Speech 1,0.08394503157383994,Speech,Stranger,0,4.0,0
44,ADQ048,ADQ001,-0.1594443150547527,Speech,Speech,Speech 1,-0.16081646387951343,Speech,Stranger,0,4.0,0
52,ADQ056,ADQ001,0.014475443924254056,Speech,Speech,Speech 1,0.014476455105542917,Speech,Stranger,0,4.0,0
54,ADQ059,ADQ001,0.03761908479502565,Speech,Speech,Speech 1,0.03763684599916324,Speech,Stranger,0,4.0,0
56,ADQ061,ADQ001,-0.05270238929733641,Speech,Speech,Speech 1,-0.05275126513978649,Speech,Stranger,0,4.0,0
60,ADQ065,ADQ001,0.14052850786290685,Speech,Speech,Speech 1,0.14146469051743477,Speech,Stranger,0,4.0,0
65,ADR070,ADQ001,0.02312065693250031,Speech,Speech,Speech 1,0.023124778084000208,Speech,Stranger,0,4.0,0
73,AEQ084,ADQ001,0.01678831099707287,Speech,Speech,Speech 1,0.01678988851104309,Speech,Stranger,0,4.0,0
75,AEQ087,ADQ001,-0.014800373792969857,Speech,Speech,Speech 1,-0.014801454614237456,Speech,Stranger,0,4.0,0
159,ADQ003,ADQ004,-0.0644515489363252,Speech,Speech,Speech 1,-0.0645410159880467,Speech,Stranger,0,2.0,1
169,ADQ013,ADQ004,0.12223307601098449,Speech,Speech,Speech 1,0.1228473505863386,Speech,Stranger,0,4.0,0
176,ADQ022,ADQ004,0.1423658381854423,Speech,Speech,Speech 1,0.14333953193022891,Speech,Stranger,0,4.0,0
179,ADQ025,ADQ004,0.11446492052663439,Speech,Speech,Speech 1,0.11496880246262951,Speech,Stranger,0,4.0,0
182,ADQ028,ADQ004,0.04786499987174071,Speech,Speech,Speech 1,0.047901604035979706,Speech,Stranger,0,4.0,0
242,ADQ007,ADQ005,-0.09166661602277863,Speech,Speech,Speech 1,-0.09192466941296068,Speech,Stranger,0,4.0,0
249,ADQ014,ADQ005,0.1540265499882926,Speech,Speech,Speech 1,0.15526223878838538,Speech,Stranger,0,4.0,0
255,ADQ022,ADQ005,-0.15252371611261767,Speech,Speech,Speech 1,-0.153723248690817,Speech,Stranger,0,4.0,0
262,ADQ029,ADQ005,0.03271814456694616,Speech,Speech,Speech 1,0.03272982674473774,Speech,Stranger,0,4.0,0
273,ADQ040,ADQ005,0.21275450829115164,Speech,Speech,Speech 1,0.21605468559880578,Speech,Stranger,0,4.0,0
277,ADQ044,ADQ005,0.04146836550023355,Speech,Speech,Speech 1,0.04149216007304921,Speech,Stranger,0,4.0,0
297,ADQ065,ADQ005,0.003617068484143699,Speech,Speech,Speech 1,0.003617084258525538,Speech,Stranger,0,4.0,0
316,ADQ001,ADQ006,0.09048706384804378,Speech,Speech,Speech 1,0.09073525087994819,Speech,Stranger,0,3.0,1
328,ADQ014,ADQ006,-0.09089617125340836,Speech,Speech,Speech 1,-0.09114775109292493,Speech,Stranger,0,4.0,0
329,ADQ015,ADQ006,-0.12499273011651574,Speech,Speech,Speech 1,-0.12564982886881046,Speech,Stranger,0,4.0,0
339,ADQ027,ADQ006,0.09599397352261962,Speech,Speech,Speech 1,0.09629047102742998,Speech,Stranger,0,4.0,0
346,ADQ034,ADQ006,0.12490358095587292,Speech,Speech,Speech 1,0.12555926583424334,Speech,Stranger,0,4.0,0
475,ADQ003,ADQ008,-0.02210039397158758,Speech,Speech,Speech 1,-0.02210399317250527,Speech,Stranger,0,4.0,0
478,ADQ006,ADQ008,0.07603853083065253,Speech,Speech,Speech 1,0.07618558933185958,Speech,Stranger,0,4.0,0
485,ADQ013,ADQ008,-0.018527732775553727,Speech,Speech,Speech 1,-0.018529853259763477,Speech,Stranger,0,4.0,0
488,ADQ016,ADQ008,-0.09501671480712617,Speech,Speech,Speech 1,-0.09530421633445717,Speech,Stranger,0,4.0,0
503,ADQ033,ADQ008,-0.04832685587932431,Speech,Speech,Speech 1,-0.048364530902758274,Speech,Stranger,0,4.0,0
504,ADQ034,ADQ008,-0.04662826328110153,Speech,Speech,Speech 1,-0.046662100411168264,Speech,Stranger,0,4.0,0
513,ADQ043,ADQ008,-0.09106718640588171,Speech,Speech,Speech 1,-0.09132019366785177,Speech,Stranger,0,4.0,0
514,ADQ044,ADQ008,0.1208047779622524,Speech,Speech,Speech 1,0.12139764468737926,Speech,Stranger,0,4.0,0
519,ADQ049,ADQ008,0.05668433160917264,Speech,Speech,Speech 1,0.0567451599841536,Speech,Stranger,0,4.0,0
520,ADQ050,ADQ008,0.0007863080894743589,Speech,Speech,Speech 1,0.0007863082515273821,Speech,Stranger,0,4.0,0
523,ADQ053,ADQ008,0.0236790370803233,Speech,Speech,Speech 1,0.023683464156516627,Speech,Stranger,0,4.0,0
524,ADQ054,ADQ008,0.07068935924432652,Speech,Speech,Speech 1,0.07080745809797252,Speech,Stranger,0,4.0,0
526,ADQ056,ADQ008,0.03821787345838919,Speech,Speech,Speech 1,0.03823649686519383,Speech,Stranger,0,4.0,0
533,ADQ064,ADQ008,-0.02787255630546126,Speech,Speech,Speech 1,-0.027879777543338688,Speech,Stranger,0,4.0,0
558,ADQ007,ADQ009,0.04258284359767878,Speech,Speech,Speech 1,0.04260861010670263,Speech,Stranger,0,3.0,1
561,ADQ010,ADQ009,0.004947575812190815,Speech,Speech,Speech 1,0.004947616182539163,Speech,Stranger,0,4.0,0
592,ADQ043,ADQ009,-0.03286105109201649,Speech,Speech,Speech 1,-0.03287288708247996,Speech,Stranger,0,4.0,0
605,ADQ056,ADQ009,0.05297247761866536,Speech,Speech,Speech 1,0.05302210960483421,Speech,Stranger,0,4.0,0
620,AEQ077,ADQ009,0.09613800599324676,Speech,Speech,Speech 1,0.09643584510837533,Speech,Stranger,0,4.0,0
633,ADQ003,ADQ010,0.06990138768015265,Speech,Speech,Speech 1,0.07001557344186835,Speech,Family_ParentChild,1,1.0,1
634,ADQ004,ADQ010,0.06675520159920112,Speech,Speech,Speech 1,0.06685462701750629,Speech,Stranger,0,3.0,1
716,ADQ007,ADQ011,-0.010596216583424613,Speech,Speech,Speech 1,-0.010596613190523897,Speech,Stranger,0,-2.0,1
797,ADQ009,ADQ012,0.07486992436804997,Speech,Speech,Speech 1,0.0750102913609472,Speech,Stranger,0,3.0,1
816,ADQ030,ADQ012,-0.05080738830861962,Speech,Speech,Speech 1,-0.050851174052191306,Speech,Stranger,0,4.0,0
819,ADQ033,ADQ012,0.08308443378292163,Speech,Speech,Speech 1,0.08327640745455595,Speech,Stranger,0,4.0,0
856,ADR071,ADQ012,-0.018373633934540695,Speech,Speech,Speech 1,-0.018375701941063596,Speech,Stranger,0,4.0,0
874,ADQ007,ADQ013,0.02977152036319633,Speech,Speech,Speech 1,0.02978032097432836,Speech,Stranger,0,3.0,1
878,ADQ011,ADQ013,0.0719034383230334,Speech,Speech,Speech 1,0.07202774023911099,Speech,Stranger,0,-2.0,1
959,ADQ013,ADQ014,-0.01514963015972832,Speech,Speech,Speech 1,-0.015150789323097567,Speech,Stranger,0,3.0,1
1032,ADQ007,ADQ015,0.04905397955460229,Speech,Speech,Speech 1,0.04909338254041377,Speech,Stranger,0,-2.0,1
1036,ADQ011,ADQ015,-0.040559470797455976,Speech,Speech,Speech 1,-0.04058173384144433,Speech,Stranger,0,1.0,1
1038,ADQ013,ADQ015,0.1462730228986288,Speech,Speech,Speech 1,0.14732983252363696,Speech,Stranger,0,2.0,1
1107,ADQ003,ADQ016,0.0033518957534856364,Speech,Speech,Speech 1,0.003351908306649061,Speech,Stranger,0,3.0,1
1109,ADQ005,ADQ016,0.03502944645352845,Speech,Speech,Speech 1,0.035043784780349405,Speech,Stranger,0,3.0,1
1111,ADQ007,ADQ016,0.028189549960273532,Speech,Speech,Speech 1,0.028197020471254896,Speech,Stranger,0,4.0,0
1114,ADQ010,ADQ016,0.03036011722660743,Speech,Speech,Speech 1,0.030369450400392455,Speech,Stranger,0,3.0,1
1130,ADQ028,ADQ016,-0.09646036608140494,Speech,Speech,Speech 1,-0.0967612225984234,Speech,Stranger,0,4.0,0
1136,ADQ034,ADQ016,0.042972430098601015,Speech,Speech,Speech 1,0.042998910834130225,Speech,Stranger,0,4.0,0
1146,ADQ044,ADQ016,-0.01280116010393403,Speech,Speech,Speech 1,-0.012801859413448026,Speech,Stranger,0,4.0,0
1186,ADQ003,ADQ019,0.0004322602336506388,Speech,Speech,Speech 1,0.00043226026057309285,Speech,Stranger,0,4.0,0
1190,ADQ007,ADQ019,0.03289366735401392,Speech,Speech,Speech 1,0.03290553863822441,Speech,Stranger,0,3.0,1
1192,ADQ009,ADQ019,0.07613871819959735,Speech,Speech,Speech 1,0.07628636011117923,Speech,Stranger,0,1.0,1
1193,ADQ010,ADQ019,-0.02133063744239283,Speech,Speech,Speech 1,-0.02133387344476397,Speech,Stranger,0,4.0,0
1195,ADQ012,ADQ019,0.11018148291224233,Speech,Speech,Speech 1,0.1106306252563368,Speech,Stranger,0,3.0,1
1227,ADQ046,ADQ019,0.07382331627458481,Speech,Speech,Speech 1,0.07395786597218522,Speech,Stranger,0,4.0,0
1237,ADQ056,ADQ019,0.009777526731030578,Speech,Speech,Speech 1,0.009777838326183478,Speech,Stranger,0,4.0,0
1265,ADQ003,ADQ020,-0.117745812088036,Speech,Speech,Speech 1,-0.11829452948745028,Speech,Stranger,0,4.0,0
1274,ADQ012,ADQ020,0.011296696928499097,Speech,Speech,Speech 1,0.011297177509318072,Speech,Stranger,0,3.0,1
1290,ADQ030,ADQ020,0.2102808661162487,Speech,Speech,Speech 1,0.21346518844756748,Speech,Stranger,0,4.0,0
1293,ADQ033,ADQ020,0.06875340669118496,Speech,Speech,Speech 1,0.06886204814899786,Speech,Stranger,0,4.0,0
1303,ADQ043,ADQ020,0.05752105884624999,Speech,Speech,Speech 1,0.057584624527830405,Speech,Stranger,0,4.0,0
1316,ADQ056,ADQ020,-0.009417546754546927,Speech,Speech,Speech 1,-0.009417825184023974,Speech,Stranger,0,4.0,0
1330,ADR071,ADQ020,0.17885575298121015,Speech,Speech,Speech 1,0.18080037768925197,Speech,Stranger,0,4.0,0
1343,ADQ001,ADQ021,0.004081814928875905,Speech,Speech,Speech 1,0.004081837598432001,Speech,Stranger,0,3.0,1
1347,ADQ006,ADQ021,0.07174739154102674,Speech,Speech,Speech 1,0.07187088425397013,Speech,Friend,1,1.0,1
1355,ADQ014,ADQ021,-0.024739911705680896,Speech,Speech,Speech 1,-0.0247449610235445,Speech,Stranger,0,4.0,0
1357,ADQ016,ADQ021,-0.02059049964883714,Speech,Speech,Speech 1,-0.02059341029824418,Speech,Stranger,0,3.0,1
1383,ADQ044,ADQ021,-0.1319512700501283,Speech,Speech,Speech 1,-0.13272517829893923,Speech,Stranger,0,4.0,0
1388,ADQ049,ADQ021,-0.05928788315403975,Speech,Speech,Speech 1,-0.05935749671594964,Speech,Stranger,0,4.0,0
1393,ADQ054,ADQ021,-0.053210407915333637,Speech,Speech,Speech 1,-0.0532607124527974,Speech,Stranger,0,4.0,0
1427,ADQ007,ADQ022,0.07303957243574628,Speech,Speech,Speech 1,0.07316987309505224,Speech,Stranger,0,-2.0,1
1431,ADQ011,ADQ022,0.06508758939480146,Speech,Speech,Speech 1,0.06517973596071712,Speech,Friend,1,1.0,1
1433,ADQ013,ADQ022,0.1399559737435729,Speech,Speech,Speech 1,0.1408806699304798,Speech,Stranger,0,3.0,1
1435,ADQ015,ADQ022,0.09288757806269961,Speech,Speech,Speech 1,0.09315611746844732,Speech,Stranger,0,3.0,1
1501,ADQ001,ADQ023,0.12675757481819616,Speech,Speech,Speech 1,0.12744308744833197,Speech,Stranger,0,-2.0,1
1505,ADQ006,ADQ023,0.025799171828967498,Speech,Speech,Speech 1,0.025804898068717157,Speech,Stranger,0,2.0,1
1509,ADQ010,ADQ023,-0.020030937254509808,Speech,Speech,Speech 1,-0.020033616960380626,Speech,Stranger,0,4.0,0
1512,ADQ013,ADQ023,-0.12859803627710026,Speech,Speech,Speech 1,-0.12931404918137318,Speech,Stranger,0,4.0,0
1517,ADQ020,ADQ023,-0.000361760918393609,Speech,Speech,Speech 1,-0.00036176093417494343,Speech,Stranger,0,4.0,0
1518,ADQ021,ADQ023,0.008651168989483012,Speech,Speech,Speech 1,0.008651384824862189,Speech,Stranger,0,2.0,1
1527,ADQ030,ADQ023,0.16215363711397535,Speech,Speech,Speech 1,0.16359770033459203,Speech,Stranger,0,4.0,0
1540,ADQ043,ADQ023,0.08015269288826363,Speech,Speech,Speech 1,0.0803250033454726,Speech,Stranger,0,4.0,0
1546,ADQ049,ADQ023,-0.05172066069230082,Speech,Speech,Speech 1,-0.05176685290440212,Speech,Stranger,0,4.0,0
1547,ADQ050,ADQ023,0.04935068347193831,Speech,Speech,Speech 1,0.04939080648448575,Speech,Stranger,0,4.0,0
1560,ADQ064,ADQ023,0.07360438219104765,Speech,Speech,Speech 1,0.07373773575926237,Speech,Stranger,0,4.0,0
1567,ADR071,ADQ023,0.15483864127275518,Speech,Speech,Speech 1,0.15609417123484975,Speech,Stranger,0,4.0,0
1574,AEQ084,ADQ023,0.002705336427250333,Speech,Speech,Speech 1,0.0027053430272588105,Speech,Stranger,0,4.0,0
1577,AEQ088,ADQ023,0.016863104440943882,Speech,Speech,Speech 1,0.01686470313530134,Speech,Stranger,0,4.0,0
1580,ADQ001,ADQ024,-0.14390460788209894,Speech,Speech,Speech 1,-0.1449104872108467,Speech,Stranger,0,2.0,1
1588,ADQ010,ADQ024,0.11909561725466962,Speech,Speech,Speech 1,0.11966353304819369,Speech,Stranger,0,4.0,0
1589,ADQ011,ADQ024,0.17087537458186022,Speech,Speech,Speech 1,0.17256822768976393,Speech,Stranger,0,4.0,0
1592,ADQ014,ADQ024,-0.01725934851795329,Speech,Speech,Speech 1,-0.017261062591973204,Speech,Stranger,0,4.0,0
1593,ADQ015,ADQ024,-0.04825246009308651,Speech,Speech,Speech 1,-0.04828996122812751,Speech,Stranger,0,4.0,0
1599,ADQ023,ADQ024,-0.03136616689912896,Speech,Speech,Speech 1,-0.03137645936798845,Speech,Stranger,0,3.0,1
1604,ADQ028,ADQ024,0.01897390883269038,Speech,Speech,Speech 1,0.01897618625199603,Speech,Stranger,0,4.0,0
1612,ADQ036,ADQ024,-0.027569381891569995,Speech,Speech,Speech 1,-0.02757636997292324,Speech,Stranger,0,4.0,0
1626,ADQ050,ADQ024,-0.017816332073891317,Speech,Speech,Speech 1,-0.017818217529732082,Speech,Stranger,0,4.0,0
1634,ADQ059,ADQ024,0.005806005444656202,Speech,Speech,Speech 1,0.0058060706855415,Speech,Stranger,0,4.0,0
1636,ADQ061,ADQ024,-0.023708358775985254,Speech,Speech,Speech 1,-0.02371280232237239,Speech,Stranger,0,4.0,0
1637,ADQ062,ADQ024,-0.05700200549634574,Speech,Speech,Speech 1,-0.05706386365206321,Speech,Stranger,0,4.0,0
1640,ADQ065,ADQ024,-0.029941898519573865,Speech,Speech,Speech 1,-0.02995085114565363,Speech,Stranger,0,4.0,0
1664,ADQ007,ADQ025,-0.08543349797428497,Speech,Speech,Speech 1,-0.08564226937515433,Speech,Stranger,0,-2.0,1
1668,ADQ011,ADQ025,0.012024987221464237,Speech,Speech,Speech 1,0.012025566877413556,Speech,Stranger,0,3.0,1
1670,ADQ013,ADQ025,0.041908128252323276,Speech,Speech,Speech 1,0.041932688430894406,Speech,Stranger,0,2.0,1
1671,ADQ014,ADQ025,0.00500868867022542,Speech,Speech,Speech 1,0.0050087305551169865,Speech,Stranger,0,3.0,1
1672,ADQ015,ADQ025,0.01383554902338765,Speech,Speech,Speech 1,0.013836431936205958,Speech,Friend,1,1.0,1
1677,ADQ022,ADQ025,0.10188216180571816,Speech,Speech,Speech 1,0.10223688507890297,Speech,Stranger,0,3.0,1
1740,ADQ004,ADQ026,-0.056923020697313295,Speech,Speech,Speech 1,-0.0569846217345285,Speech,Stranger,0,4.0,0
1746,ADQ010,ADQ026,0.06292201879319792,Speech,Speech,Speech 1,0.06300525649022576,Speech,Stranger,0,4.0,0
1748,ADQ012,ADQ026,-0.08840164936953432,Speech,Speech,Speech 1,-0.08863301712917274,Speech,Stranger,0,3.0,1
1752,ADQ016,ADQ026,-0.036348901426298943,Speech,Speech,Speech 1,-0.03636492270177878,Speech,Stranger,0,4.0,0
1756,ADQ022,ADQ026,-0.013911419603140478,Speech,Speech,Speech 1,-0.013912317121887586,Speech,Stranger,0,4.0,0
1758,ADQ024,ADQ026,0.034211795600069546,Speech,Speech,Speech 1,0.03422515267894112,Speech,Stranger,0,3.0,1
1759,ADQ025,ADQ026,0.15125732102428857,Speech,Speech,Speech 1,0.1524269467820186,Speech,Stranger,0,4.0,0
1766,ADQ032,ADQ026,0.11469718717715692,Speech,Speech,Speech 1,0.11520415906828406,Speech,Stranger,0,4.0,0
1780,ADQ046,ADQ026,-0.07286350092909427,Speech,Speech,Speech 1,-0.07299285953473948,Speech,Stranger,0,4.0,0
1789,ADQ055,ADQ026,0.04366867818114949,Speech,Speech,Speech 1,0.04369646803001919,Speech,Stranger,0,4.0,0
1810,AEQ083,ADQ026,-0.004487529032018574,Speech,Speech,Speech 1,-0.004487559155544664,Speech,Stranger,0,4.0,0
1822,ADQ007,ADQ027,0.00468641917773658,Speech,Speech,Speech 1,0.004686453486721018,Speech,Stranger,0,1.0,1
1824,ADQ009,ADQ027,-0.03812722769443217,Speech,Speech,Speech 1,-0.03814571882453174,Speech,Stranger,0,3.0,1
1826,ADQ011,ADQ027,-0.021024897866034672,Speech,Speech,Speech 1,-0.021027996680950106,Speech,Stranger,0,2.0,1
1828,ADQ013,ADQ027,0.025519246867202108,Speech,Speech,Speech 1,0.02552478868249171,Speech,Stranger,0,3.0,1
1830,ADQ015,ADQ027,0.04770126217508919,Speech,Speech,Speech 1,0.04773749163298845,Speech,Stranger,0,2.0,1
1832,ADQ019,ADQ027,0.07866922129994525,Speech,Speech,Speech 1,0.07883211718685901,Speech,Stranger,0,3.0,1
1835,ADQ022,ADQ027,0.021285473997345258,Speech,Speech,Speech 1,0.021288689484688983,Speech,Stranger,0,3.0,1
1838,ADQ025,ADQ027,0.08000730857745243,Speech,Speech,Speech 1,0.08017868069555398,Speech,Stranger,0,2.0,1
1898,ADQ004,ADQ028,0.04786499987174071,Speech,Speech,Speech 1,0.047901604035979706,Speech,Stranger,0,3.0,1
1907,ADQ013,ADQ028,0.06525729131586071,Speech,Speech,Speech 1,0.06535016175672523,Speech,Stranger,0,3.0,1
1908,ADQ014,ADQ028,0.06972692863567338,Speech,Speech,Speech 1,0.06984025991588598,Speech,Stranger,0,3.0,1
1909,ADQ015,ADQ028,0.04755905093190006,Speech,Speech,Speech 1,0.04759495703102441,Speech,Stranger,0,3.0,1
1917,ADQ025,ADQ028,0.052388915505673,Speech,Speech,Speech 1,0.05243692343374042,Speech,Friend,1,3.0,1
1919,ADQ027,ADQ028,0.05061466818480752,Speech,Speech,Speech 1,0.05065795704931011,Speech,Stranger,0,3.0,1
1980,ADQ007,ADQ029,-0.0166744349873134,Speech,Speech,Speech 1,-0.016675980613915547,Speech,Stranger,0,3.0,1
1984,ADQ011,ADQ029,0.08649989423275832,Speech,Speech,Speech 1,0.0867166053746279,Speech,Stranger,0,-2.0,1
1986,ADQ013,ADQ029,0.038027502112043254,Speech,Speech,Speech 1,0.038045848441417444,Speech,Friend,1,1.0,1
1988,ADQ015,ADQ029,-0.04876032361767812,Speech,Speech,Speech 1,-0.04879902251882892,Speech,Friend,1,-2.0,1
1993,ADQ022,ADQ029,0.14854583114089553,Speech,Speech,Speech 1,0.14965312595040467,Speech,Stranger,0,-2.0,1
1996,ADQ025,ADQ029,0.03339499399394374,Speech,Speech,Speech 1,0.03340741662509593,Speech,Friend,1,-2.0,1
1998,ADQ027,ADQ029,-0.01887884853029699,Speech,Speech,Speech 1,-0.018881091885986336,Speech,Stranger,0,3.0,1
2055,ADQ003,ADQ030,-0.09134884582713101,Speech,Speech,Speech 1,-0.09160421584374677,Speech,Stranger,0,3.0,1
2062,ADQ010,ADQ030,-0.02298349723624321,Speech,Speech,Speech 1,-0.02298754546235144,Speech,Stranger,0,3.0,1
2133,ADQ001,ADQ031,0.08174203555956772,Speech,Speech,Speech 1,0.08192482918246702,Speech,Stranger,0,-2.0,1
2137,ADQ006,ADQ031,0.08393959779075764,Speech,Speech,Speech 1,0.0841375775376392,Speech,Stranger,0,2.0,1
2141,ADQ010,ADQ031,0.0646875115730653,Speech,Speech,Speech 1,0.0647779665258298,Speech,Stranger,0,4.0,0
2146,ADQ015,ADQ031,-0.04678919008614368,Speech,Speech,Speech 1,-0.04682337907906159,Speech,Stranger,0,4.0,0
2150,ADQ021,ADQ031,-0.03655607440079254,Speech,Speech,Speech 1,-0.036572371331412265,Speech,Stranger,0,2.0,1
2152,ADQ023,ADQ031,0.10384692745570755,Speech,Speech,Speech 1,0.10422266314014907,Speech,Friend,1,1.0,1
2153,ADQ024,ADQ031,-0.0010482350912261636,Speech,Speech,Speech 1,-0.0010482354751588736,Speech,Stranger,0,3.0,1
2155,ADQ026,ADQ031,0.1871092295134565,Speech,Speech,Speech 1,0.18933983249677647,Speech,Stranger,0,3.0,1
2163,ADQ034,ADQ031,0.09005864591958276,Speech,Speech,Speech 1,0.09030331300154602,Speech,Stranger,0,4.0,0
2169,ADQ040,ADQ031,0.05375614622146835,Speech,Speech,Speech 1,0.053808016313981175,Speech,Stranger,0,4.0,0
2173,ADQ044,ADQ031,0.12794928037253328,Speech,Speech,Speech 1,0.12865443995523038,Speech,Stranger,0,4.0,0
2174,ADQ045,ADQ031,0.07207295033686968,Speech,Speech,Speech 1,0.07219813529166558,Speech,Stranger,0,4.0,0
2179,ADQ050,ADQ031,-0.057467520837249444,Speech,Speech,Speech 1,-0.05753090895698231,Speech,Stranger,0,4.0,0
2185,ADQ056,ADQ031,0.028993685240901144,Speech,Speech,Speech 1,0.029001813698239294,Speech,Stranger,0,4.0,0
2186,ADQ057,ADQ031,-0.013701589908262693,Speech,Speech,Speech 1,-0.013702447420966296,Speech,Stranger,0,4.0,0
2192,ADQ064,ADQ031,0.01806106615203879,Speech,Speech,Speech 1,0.018063030389128612,Speech,Stranger,0,4.0,0
2193,ADQ065,ADQ031,0.026993843064751118,Speech,Speech,Speech 1,0.027000402445372402,Speech,Stranger,0,4.0,0
2200,AEQ077,ADQ031,0.0005249438646127607,Speech,Speech,Speech 1,0.0005249439128316729,Speech,Stranger,0,4.0,0
2209,AEQ088,ADQ031,-0.01094504686817043,Speech,Speech,Speech 1,-0.01094548395008746,Speech,Stranger,0,4.0,0
2211,AER090,ADQ031,0.01663031521464456,Speech,Speech,Speech 1,0.016631848603362556,Speech,Stranger,0,4.0,0
2217,ADQ007,ADQ032,-0.05054292352768078,Speech,Speech,Speech 1,-0.05058602838318907,Speech,Stranger,0,3.0,1
2221,ADQ011,ADQ032,-0.12379047612552989,Speech,Speech,Speech 1,-0.12442867954719308,Speech,Stranger,0,-2.0,1
2223,ADQ013,ADQ032,0.03191927510201281,Speech,Speech,Speech 1,0.03193012194622942,Speech,Stranger,0,3.0,1
2225,ADQ015,ADQ032,-0.025441101435897454,Speech,Speech,Speech 1,-0.025446592483103377,Speech,Stranger,0,-2.0,1
2230,ADQ022,ADQ032,-0.007158236503237653,Speech,Speech,Speech 1,-0.007158358770510898,Speech,Stranger,0,-2.0,1
2233,ADQ025,ADQ032,0.15965262478954212,Speech,Speech,Speech 1,0.16103021479744503,Speech,Friend,1,3.0,1
2235,ADQ027,ADQ032,0.05406546372353178,Speech,Speech,Speech 1,0.05411823543160157,Speech,Stranger,0,3.0,1
2237,ADQ029,ADQ032,0.13233181776849723,Speech,Speech,Speech 1,0.13311248900467945,Speech,Friend,1,1.0,1
2303,ADQ014,ADQ033,0.08592838364214607,Speech,Speech,Speech 1,0.08614081498832132,Speech,Friend/Absent,1,3.0,1
2317,ADQ030,ADQ033,0.20405756192312982,Speech,Speech,Speech 1,0.20696278218819533,Speech,Friend,1,-2.0,1
2375,ADQ007,ADQ034,0.044007531034717114,Speech,Speech,Speech 1,0.04403597334117885,Speech,Stranger,0,3.0,1
2379,ADQ011,ADQ034,-0.013103783736942516,Speech,Speech,Speech 1,-0.013104533827403798,Speech,Stranger,0,3.0,1
2381,ADQ013,ADQ034,0.015343135553266826,Speech,Speech,Speech 1,0.015344339708451572,Speech,Stranger,0,2.0,1
2382,ADQ014,ADQ034,-0.053914685275267715,Speech,Speech,Speech 1,-0.05396701618982382,Speech,Stranger,0,3.0,1
2383,ADQ015,ADQ034,-0.04498478132245182,Speech,Speech,Speech 1,-0.04501516241165114,Speech,Friend,1,3.0,1
2391,ADQ025,ADQ034,0.27874306395675974,Speech,Speech,Speech 1,0.28631872934829394,Speech,Friend,1,1.0,1
2393,ADQ027,ADQ034,0.13180747089262085,Speech,Speech,Speech 1,0.1325788338946443,Speech,Stranger,0,-2.0,1
2394,ADQ028,ADQ034,0.012176611996749359,Speech,Speech,Speech 1,0.012177213858558435,Speech,Friend,1,1.0,1
2395,ADQ029,ADQ034,0.04751232579237807,Speech,Speech,Speech 1,0.04754812607030361,Speech,Friend,1,3.0,1
2449,ADQ001,ADQ035,0.06527990585084474,Speech,Speech,Speech 1,0.06537287304155563,Speech,Stranger,0,-2.0,1
2453,ADQ006,ADQ035,0.029836753555100095,Speech,Speech,Speech 1,0.02984561216354252,Speech,Stranger,0,3.0,1
2457,ADQ010,ADQ035,0.07239206887743103,Speech,Speech,Speech 1,0.07251892758014174,Speech,Stranger,0,4.0,0
2461,ADQ014,ADQ035,0.19381660628619363,Speech,Speech,Speech 1,0.19629971691542683,Speech,Stranger,0,4.0,0
2466,ADQ021,ADQ035,-0.09827821962839631,Speech,Speech,Speech 1,-0.09859647630531619,Speech,Stranger,0,2.0,1
2468,ADQ023,ADQ035,0.16367694454239895,Speech,Speech,Speech 1,0.1651625411521474,Speech,Friend,1,3.0,1
2470,ADQ025,ADQ035,0.11884534026956699,Speech,Speech,Speech 1,0.11940966278842625,Speech,Stranger,0,4.0,0
2472,ADQ027,ADQ035,-0.01791339270670936,Speech,Speech,Speech 1,-0.017915309149738174,Speech,Stranger,0,4.0,0
2474,ADQ029,ADQ035,-0.057990063670244674,Speech,Speech,Speech 1,-0.05805519905831298,Speech,Stranger,0,4.0,0
2476,ADQ031,ADQ035,0.14438278519806952,Speech,Speech,Speech 1,0.14539881063049598,Speech,Friend/Absent,1,3.0,1
2485,ADQ040,ADQ035,-0.021861522385286197,Speech,Speech,Speech 1,-0.021865006115476007,Speech,Stranger,0,4.0,0
2487,ADQ042,ADQ035,0.06369639193465437,Speech,Speech,Speech 1,0.0637827458918193,Speech,Stranger,0,4.0,0
2490,ADQ045,ADQ035,0.04319460631494425,Speech,Speech,Speech 1,0.04322150021948495,Speech,Stranger,0,4.0,0
2491,ADQ046,ADQ035,0.09944135049863126,Speech,Speech,Speech 1,0.09977108708636301,Speech,Stranger,0,4.0,0
2499,ADQ054,ADQ035,0.10905725522146406,Speech,Speech,Speech 1,0.10949272395577922,Speech,Stranger,0,4.0,0
2500,ADQ055,ADQ035,0.19881571749491936,Speech,Speech,Speech 1,0.20149923011163126,Speech,Stranger,0,4.0,0
2501,ADQ056,ADQ035,-0.03627919172688662,Speech,Speech,Speech 1,-0.036295120954076804,Speech,Stranger,0,4.0,0
