,Participant_Code,Event_Type,Event1,Event2,Correlations_alt,Correlations_true,Sections1,Sections2
44,AEQ079,Music,Folk 5,Schnit. 2,-0.002287712050140807,-0.000798328119461484,Folk,Schnittke
45,ADQ014,Music,Folk 5,Schnit. 2,0.019490893051754138,0.02214803728743082,Folk,Schnittke
46,ADQ011,Music,Folk 5,Schnit. 2,-0.00018695863272745423,-0.003660837338294413,Folk,Schnittke
47,ADQ023,Music,Folk 5,Schnit. 2,-0.012624940923221951,0.0033589528140342867,Folk,Schnittke
48,ADQ044,Music,Folk 5,Schnit. 2,0.0013644029075986293,0.010288790212261745,Folk,Schnittke
49,ADQ051,Music,Folk 5,Schnit. 2,0.002730799183952006,0.02405265443205974,Folk,Schnittke
50,ADQ057,Music,Folk 5,Schnit. 2,0.016595334818676293,-0.004564494408952482,Folk,Schnittke
51,ADQ018,Music,Folk 5,Schnit. 2,0.0047089466461066164,-0.00309552025039225,Folk,Schnittke
52,AEQ081,Music,Folk 5,Schnit. 2,-0.0010011919689681516,0.00829707117414508,Folk,Schnittke
53,AEQ089,Music,Folk 5,Schnit. 2,0.0021304384803824193,0.008780836322822482,Folk,Schnittke
54,ADQ043,Music,Folk 5,Schnit. 2,0.01672965397341758,0.014989824756735734,Folk,Schnittke
55,ADQ007,Music,Folk 5,Schnit. 2,-0.005243723980618371,0.0014579911279737588,Folk,Schnittke
56,ADQ061,Music,Folk 5,Schnit. 2,0.00631221888695342,0.01719217287988116,Folk,Schnittke
57,ADQ035,Music,Folk 5,Schnit. 2,0.006502517723214832,-0.0064306977794479315,Folk,Schnittke
58,ADQ003,Music,Folk 5,Schnit. 2,0.019059848992049284,0.017727235077495913,Folk,Schnittke
59,ADQ024,Music,Folk 5,Schnit. 2,-0.015344524998586557,-0.01181650093622612,Folk,Schnittke
60,AEQ082,Music,Folk 5,Schnit. 2,0.02204648548741651,0.018921187257324126,Folk,Schnittke
61,AEQ088,Music,Folk 5,Schnit. 2,-0.0025836262614617623,0.0071066925494284875,Folk,Schnittke
62,ADQ056,Music,Folk 5,Schnit. 2,0.023705630217657158,0.013195793871815431,Folk,Schnittke
63,ADQ047,Music,Folk 5,Schnit. 2,0.0030251053290414544,0.007039091988212594,Folk,Schnittke
64,ADR068,Music,Folk 5,Schnit. 2,0.011895912303547683,0.002487592666156789,Folk,Schnittke
65,ADQ034,Music,Folk 5,Schnit. 2,0.003642500324743825,0.011195166965658296,Folk,Schnittke
66,ADQ048,Music,Folk 5,Schnit. 2,0.008715670129504178,0.010008241874307117,Folk,Schnittke
67,ADQ040,Music,Folk 5,Folk 4,0.007130554315506086,-0.00403207884903958,Folk,Folk
68,ADQ038,Music,Folk 5,Folk 4,-0.007326472743089496,0.008904452113623272,Folk,Folk
69,AER090,Music,Folk 5,Folk 4,8.476546049172909e-05,0.01487171024889918,Folk,Folk
70,ADQ004,Music,Folk 5,Folk 4,0.011925348282500076,0.014217935421514729,Folk,Folk
71,ADR069,Music,Folk 5,Folk 4,0.0009982553328966826,-0.005040596984862582,Folk,Folk
72,ADQ062,Music,Folk 5,Folk 4,0.020726371270452768,-0.0011328672907482784,Folk,Folk
73,ADQ052,Music,Folk 5,Folk 4,0.00135639438892179,0.00910809212721347,Folk,Folk
74,ADQ016,Music,Folk 5,Folk 4,-0.0020153280228979976,0.0027609973812222455,Folk,Folk
75,ADQ009,Music,Folk 5,Folk 4,0.006666884804058133,0.011053785000897626,Folk,Folk
76,ADQ026,Music,Folk 5,Folk 4,0.020905199654988323,0.03281596501061354,Folk,Folk
77,ADR071,Music,Folk 5,Folk 4,-0.0011362666798048022,-0.00510826803163436,Folk,Folk
78,ADQ025,Music,Folk 5,Folk 4,0.028422082182445917,0.012519894827988078,Folk,Folk
79,ADQ033,Music,Folk 5,Folk 4,-0.0029528367170729066,0.006676080239576965,Folk,Folk
80,ADQ053,Music,Folk 5,Folk 4,-0.009218702747276012,0.003986040088221771,Folk,Folk
81,AEQ083,Music,Folk 5,Folk 4,0.025318967298513788,-0.01598612152056441,Folk,Folk
82,ADQ015,Music,Folk 5,Folk 4,-0.009478848362431068,0.0027380103484335836,Folk,Folk
83,ADQ013,Music,Folk 5,Folk 4,0.0017613762316805314,0.0031951881839627533,Folk,Folk
84,ADQ012,Music,Folk 5,Folk 4,-0.0076238477427725245,0.006919485395193419,Folk,Folk
85,ADQ064,Music,Folk 5,Folk 4,0.001836289370226292,0.0038186406370957593,Folk,Folk
86,ADQ037,Music,Folk 5,Folk 4,0.0011720132171223925,0.0008091781154619391,Folk,Folk
87,ADQ050,Music,Folk 5,Folk 4,0.010101965955831696,0.0026206982411932996,Folk,Folk
88,ADQ054,Music,Folk 5,Folk 4,0.013242339175241395,0.004707564572490397,Folk,Folk
89,ADQ063,Music,Folk 5,Folk 4,0.0064631189632105715,0.0043341861545779055,Folk,Folk
90,ADR070,Music,Folk 5,Folk 4,-0.0048031850400591615,0.003909208313159682,Folk,Folk
91,AEQ086,Music,Folk 5,Folk 4,-0.030258968087780485,0.01161755888535735,Folk,Folk
92,ADQ017,Music,Folk 5,Folk 4,0.002569869741924122,0.011642103023177695,Folk,Folk
93,ADQ031,Music,Folk 5,Folk 4,0.01266829616913722,0.010020851258255864,Folk,Folk
94,ADQ041,Music,Folk 5,Folk 4,0.008739485266259096,0.018066771185350383,Folk,Folk
95,ADQ020,Music,Folk 5,Folk 4,0.018077321052337444,-0.0048343791997062305,Folk,Folk
96,ADQ019,Music,Folk 5,Folk 4,0.004941189956540468,0.010412768034416155,Folk,Folk
97,ADQ060,Music,Folk 5,Folk 4,-0.0020358926870029733,0.016437044634543676,Folk,Folk
98,ADQ027,Music,Folk 5,Folk 4,-0.003803638710542159,0.005407043541172465,Folk,Folk
99,ADQ046,Music,Folk 5,Folk 4,-0.02573284927759945,-0.009649962306239285,Folk,Folk
100,ADQ028,Music,Folk 5,Folk 4,0.006452074313310261,0.00981436279344047,Folk,Folk
101,AEQ080,Music,Folk 5,Folk 4,0.014670130670589334,-0.004155696696693285,Folk,Folk
102,ADQ002,Music,Folk 5,Folk 4,-0.007649861918772093,-0.0021539672975016844,Folk,Folk
103,ADQ010,Music,Folk 5,Folk 4,0.013929152415087402,0.026984160465102547,Folk,Folk
104,ADQ055,Music,Folk 5,Folk 4,-0.004256676101201836,0.021542933993910624,Folk,Folk
105,ADR067,Music,Folk 5,Folk 4,-0.0038072807707593003,0.0036636805012389214,Folk,Folk
106,ADQ049,Music,Folk 5,Folk 4,-0.015455555785118584,-0.006638515204543166,Folk,Folk
107,ADQ036,Music,Folk 5,Folk 4,0.008557390024713505,0.004137172834988801,Folk,Folk
108,ADQ008,Music,Folk 5,Folk 4,-0.004740228992994623,-0.004642184074693453,Folk,Folk
109,ADQ042,Music,Folk 5,Folk 4,0.0049035572948176705,0.0005345607716821363,Folk,Folk
110,ADQ005,Music,Folk 5,Folk 4,-0.0016450987021954142,-0.023059380327453093,Folk,Folk
111,ADQ059,Music,Folk 5,Folk 4,-0.00849981667553374,-0.008329374890237563,Folk,Folk
112,ADQ001,Music,Folk 5,Folk 4,-0.0026419865751463145,0.012649889457983848,Folk,Folk
113,ADQ006,Music,Folk 5,Folk 4,-0.0024161834809185534,0.004182530953732185,Folk,Folk
114,AEQ087,Music,Folk 5,Folk 4,-0.013726275227917167,0.0070524234113273744,Folk,Folk
115,ADQ030,Music,Folk 5,Folk 4,0.019069711205491696,0.02872099246242098,Folk,Folk
116,AEQ079,Music,Folk 5,Folk 4,0.01552251569288314,0.0011099985579654849,Folk,Folk
117,ADQ014,Music,Folk 5,Folk 4,-0.0021740423464644424,0.02213084614758298,Folk,Folk
118,ADQ011,Music,Folk 5,Folk 4,0.014524477873846612,-0.005747861430066694,Folk,Folk
119,ADQ023,Music,Folk 5,Folk 4,-0.00750762730907707,0.0009691915422997942,Folk,Folk
120,ADQ044,Music,Folk 5,Folk 4,0.00015887029248695463,0.00866926379092462,Folk,Folk
121,ADQ051,Music,Folk 5,Folk 4,0.008780685200419067,0.02356640655411319,Folk,Folk
122,ADQ057,Music,Folk 5,Folk 4,0.010982879456942632,0.0004274508723189789,Folk,Folk
123,ADQ045,Music,Folk 5,Folk 4,0.001302198420257093,0.014061083841723152,Folk,Folk
124,ADQ018,Music,Folk 5,Folk 4,-0.0008486233057836378,-0.0056442432363532505,Folk,Folk
125,AEQ081,Music,Folk 5,Folk 4,-0.0045109328528972325,0.009215200360452536,Folk,Folk
126,AEQ089,Music,Folk 5,Folk 4,0.021497769223449426,0.010376639897253924,Folk,Folk
127,ADQ043,Music,Folk 5,Folk 4,0.028153915949434942,0.015311647902502291,Folk,Folk
128,ADQ007,Music,Folk 5,Folk 4,-0.010837279849938137,0.00046476658202675186,Folk,Folk
129,ADQ061,Music,Folk 5,Folk 4,-0.012356190572627346,0.015744772433223423,Folk,Folk
130,ADQ035,Music,Folk 5,Folk 4,-0.02150315478509047,-0.00749004469315657,Folk,Folk
131,ADQ003,Music,Folk 5,Folk 4,0.017966773431779888,0.016384792356162494,Folk,Folk
132,ADQ024,Music,Folk 5,Folk 4,-0.000492223258448549,-0.013371722536450366,Folk,Folk
133,AEQ082,Music,Folk 5,Folk 4,0.0055242555401512185,0.020346944161669083,Folk,Folk
134,AEQ088,Music,Folk 5,Folk 4,0.006314057023868972,0.005597849489063749,Folk,Folk
135,ADQ056,Music,Folk 5,Folk 4,0.0007259823865239524,0.011392624496459865,Folk,Folk
136,ADQ047,Music,Folk 5,Folk 4,0.017088106083569744,0.007751113879195652,Folk,Folk
137,ADR068,Music,Folk 5,Folk 4,0.004855788733357868,0.005245587518034874,Folk,Folk
138,ADQ034,Music,Folk 5,Folk 4,0.00879739073204725,0.010581752175960312,Folk,Folk
139,ADQ048,Music,Folk 5,Folk 4,0.0031136841466993907,0.008524070971583326,Folk,Folk
140,ADQ040,Music,Folk 5,Folk 1,0.012177757111940909,-0.00403207884903958,Folk,Folk
141,ADQ038,Music,Folk 5,Folk 1,0.004163976885645279,0.008904452113623272,Folk,Folk
142,AER090,Music,Folk 5,Folk 1,0.013852339609261454,0.01487171024889918,Folk,Folk
143,ADQ004,Music,Folk 5,Folk 1,0.009983778091416005,0.014217935421514729,Folk,Folk
144,ADR069,Music,Folk 5,Folk 1,-0.011665328602410064,-0.005040596984862582,Folk,Folk
145,ADQ062,Music,Folk 5,Folk 1,0.014780051546330273,-0.0011328672907482784,Folk,Folk
146,ADQ052,Music,Folk 5,Folk 1,-0.016433285705492306,0.00910809212721347,Folk,Folk
147,ADQ016,Music,Folk 5,Folk 1,-0.010609831659803256,0.0027609973812222455,Folk,Folk
148,ADQ009,Music,Folk 5,Folk 1,0.01002904221403403,0.011053785000897626,Folk,Folk
149,ADQ026,Music,Folk 5,Folk 1,0.00789813682956611,0.03281596501061354,Folk,Folk
150,ADR071,Music,Folk 5,Folk 1,-0.010102795620061585,-0.00510826803163436,Folk,Folk
151,ADQ025,Music,Folk 5,Folk 1,0.011681177785667459,0.012519894827988078,Folk,Folk
152,ADQ033,Music,Folk 5,Folk 1,0.006227574593724209,0.006676080239576965,Folk,Folk
153,ADQ053,Music,Folk 5,Folk 1,-0.005383716378292448,0.003986040088221771,Folk,Folk
154,AEQ083,Music,Folk 5,Folk 1,0.012636707253909526,-0.01598612152056441,Folk,Folk
155,ADQ015,Music,Folk 5,Folk 1,0.031148180476642983,0.0027380103484335836,Folk,Folk
156,ADQ013,Music,Folk 5,Folk 1,0.004315697573660117,0.0031951881839627533,Folk,Folk
157,ADQ012,Music,Folk 5,Folk 1,-0.0036669858495312077,0.006919485395193419,Folk,Folk
158,ADQ064,Music,Folk 5,Folk 1,0.015748243966778125,0.0038186406370957593,Folk,Folk
159,ADQ037,Music,Folk 5,Folk 1,0.01586171847185132,0.0008091781154619391,Folk,Folk
160,ADQ050,Music,Folk 5,Folk 1,-0.0040991967873635834,0.0026206982411932996,Folk,Folk
161,ADQ054,Music,Folk 5,Folk 1,0.001336131012992558,0.004707564572490397,Folk,Folk
162,ADQ063,Music,Folk 5,Folk 1,0.006077356347394527,0.0043341861545779055,Folk,Folk
163,ADR070,Music,Folk 5,Folk 1,0.005648675595203064,0.003909208313159682,Folk,Folk
164,AEQ086,Music,Folk 5,Folk 1,-0.0016739189550065785,0.01161755888535735,Folk,Folk
165,ADQ017,Music,Folk 5,Folk 1,0.002323757192835711,0.011642103023177695,Folk,Folk
166,ADQ031,Music,Folk 5,Folk 1,-0.004073704668314722,0.010020851258255864,Folk,Folk
167,ADQ041,Music,Folk 5,Folk 1,-0.008731392719353356,0.018066771185350383,Folk,Folk
168,ADQ020,Music,Folk 5,Folk 1,-0.009657905691496733,-0.0048343791997062305,Folk,Folk
169,ADQ019,Music,Folk 5,Folk 1,0.013270470419080705,0.010412768034416155,Folk,Folk
170,ADQ060,Music,Folk 5,Folk 1,-0.0036939311586929344,0.016437044634543676,Folk,Folk
171,ADQ027,Music,Folk 5,Folk 1,0.004087372199184554,0.005407043541172465,Folk,Folk
172,ADQ046,Music,Folk 5,Folk 1,0.009092553233553872,-0.009649962306239285,Folk,Folk
173,ADQ028,Music,Folk 5,Folk 1,0.01160871843555192,0.00981436279344047,Folk,Folk
174,AEQ080,Music,Folk 5,Folk 1,0.023177536945515234,-0.004155696696693285,Folk,Folk
175,ADQ002,Music,Folk 5,Folk 1,-0.002414998243263424,-0.0021539672975016844,Folk,Folk
176,ADQ010,Music,Folk 5,Folk 1,0.040850452591639684,0.026984160465102547,Folk,Folk
177,ADQ055,Music,Folk 5,Folk 1,0.011223500847594138,0.021542933993910624,Folk,Folk
178,ADR067,Music,Folk 5,Folk 1,0.0011640751242156528,0.0036636805012389214,Folk,Folk
179,ADQ049,Music,Folk 5,Folk 1,0.0014711724773880362,-0.006638515204543166,Folk,Folk
180,ADQ036,Music,Folk 5,Folk 1,0.010419060223601737,0.004137172834988801,Folk,Folk
181,ADQ008,Music,Folk 5,Folk 1,0.006177659153801259,-0.004642184074693453,Folk,Folk
182,ADQ042,Music,Folk 5,Folk 1,0.004052427350182799,0.0005345607716821363,Folk,Folk
183,ADQ005,Music,Folk 5,Folk 1,-0.011295566825330923,-0.023059380327453093,Folk,Folk
184,ADQ059,Music,Folk 5,Folk 1,0.02217669158263491,-0.008329374890237563,Folk,Folk
185,ADQ001,Music,Folk 5,Folk 1,0.012812967448083553,0.012649889457983848,Folk,Folk
186,ADQ006,Music,Folk 5,Folk 1,0.00692739681645937,0.004182530953732185,Folk,Folk
187,AEQ087,Music,Folk 5,Folk 1,0.01727453225328564,0.0070524234113273744,Folk,Folk
188,ADQ030,Music,Folk 5,Folk 1,0.023949389923760552,0.02872099246242098,Folk,Folk
189,AEQ079,Music,Folk 5,Folk 1,0.00778537498092246,0.0011099985579654849,Folk,Folk
190,ADQ014,Music,Folk 5,Folk 1,0.006346498798384776,0.02213084614758298,Folk,Folk
191,ADQ011,Music,Folk 5,Folk 1,0.012052628919772742,-0.005747861430066694,Folk,Folk
192,ADQ023,Music,Folk 5,Folk 1,-0.024437511845176924,0.0009691915422997942,Folk,Folk
193,ADQ044,Music,Folk 5,Folk 1,0.012581679795465,0.00866926379092462,Folk,Folk
194,ADQ051,Music,Folk 5,Folk 1,0.013353315335370802,0.02356640655411319,Folk,Folk
195,ADQ057,Music,Folk 5,Folk 1,0.01385574314515791,0.0004274508723189789,Folk,Folk
196,ADQ045,Music,Folk 5,Folk 1,0.026328854646727552,0.014061083841723152,Folk,Folk
197,ADQ018,Music,Folk 5,Folk 1,0.009292498288611438,-0.0056442432363532505,Folk,Folk
198,AEQ081,Music,Folk 5,Folk 1,-0.01480106278637317,0.009215200360452536,Folk,Folk
199,AEQ089,Music,Folk 5,Folk 1,-0.0011522287260869737,0.010376639897253924,Folk,Folk
200,ADQ043,Music,Folk 5,Folk 1,0.0003338587209129237,0.015311647902502291,Folk,Folk
201,ADQ007,Music,Folk 5,Folk 1,0.0021832862819751784,0.00046476658202675186,Folk,Folk
202,ADQ061,Music,Folk 5,Folk 1,0.01638842151139654,0.015744772433223423,Folk,Folk
203,ADQ035,Music,Folk 5,Folk 1,-0.008469312007407326,-0.00749004469315657,Folk,Folk
204,ADQ003,Music,Folk 5,Folk 1,0.008050105786279349,0.016384792356162494,Folk,Folk
205,ADQ024,Music,Folk 5,Folk 1,-0.009503656450399009,-0.013371722536450366,Folk,Folk
206,AEQ082,Music,Folk 5,Folk 1,0.005627763425448782,0.020346944161669083,Folk,Folk
207,AEQ088,Music,Folk 5,Folk 1,-0.002850985555353728,0.005597849489063749,Folk,Folk
208,ADQ056,Music,Folk 5,Folk 1,0.013315528804172954,0.011392624496459865,Folk,Folk
209,ADQ047,Music,Folk 5,Folk 1,-0.006230524655986286,0.007751113879195652,Folk,Folk
210,ADR068,Music,Folk 5,Folk 1,0.009691094789204498,0.005245587518034874,Folk,Folk
211,ADQ034,Music,Folk 5,Folk 1,0.010290286301113134,0.010581752175960312,Folk,Folk
212,ADQ048,Music,Folk 5,Folk 1,0.002261287820524311,0.008524070971583326,Folk,Folk
213,ADQ040,Music,Folk 5,Beeth. 2,-0.0035323608776907434,-0.0029769077464697727,Folk,Beethoven
214,ADQ038,Music,Folk 5,Beeth. 2,0.005230554398666937,0.008778792728951872,Folk,Beethoven
215,AER090,Music,Folk 5,Beeth. 2,-0.001134043423563646,0.014318569119512804,Folk,Beethoven
216,ADQ004,Music,Folk 5,Beeth. 2,-0.002606020761891199,0.014642238658814042,Folk,Beethoven
217,ADR069,Music,Folk 5,Beeth. 2,0.006099260947946607,-0.004254479267930259,Folk,Beethoven
218,ADQ062,Music,Folk 5,Beeth. 2,-0.014549521366266622,-0.0016175816120213124,Folk,Beethoven
219,ADQ052,Music,Folk 5,Beeth. 2,-0.01200748015656757,0.007527000893833577,Folk,Beethoven
220,ADQ016,Music,Folk 5,Beeth. 2,0.006214015400596201,0.002023354033797823,Folk,Beethoven
221,ADQ009,Music,Folk 5,Beeth. 2,-0.00936328005885969,0.009459889354730102,Folk,Beethoven
222,ADQ026,Music,Folk 5,Beeth. 2,0.0069046578699712095,0.034116028682432374,Folk,Beethoven
223,ADR071,Music,Folk 5,Beeth. 2,0.0008565622760676136,-0.0038406483126239266,Folk,Beethoven
224,ADQ025,Music,Folk 5,Beeth. 2,-0.013653662741607356,0.012012812947823892,Folk,Beethoven
225,ADQ033,Music,Folk 5,Beeth. 2,-0.003292249014545334,0.005497132606172333,Folk,Beethoven
226,ADQ053,Music,Folk 5,Beeth. 2,0.0004857087510406748,0.0018950656058309666,Folk,Beethoven
227,AEQ083,Music,Folk 5,Beeth. 2,-0.004170616580052597,-0.0149256275971757,Folk,Beethoven
228,ADQ015,Music,Folk 5,Beeth. 2,0.01590733188425703,0.003635368884537995,Folk,Beethoven
229,ADQ013,Music,Folk 5,Beeth. 2,0.0029777005341896463,0.00404119700419054,Folk,Beethoven
230,ADQ012,Music,Folk 5,Beeth. 2,-0.01489937913771023,0.006456105067806049,Folk,Beethoven
231,ADQ064,Music,Folk 5,Beeth. 2,-0.00247079982323559,0.003179404369084142,Folk,Beethoven
232,ADQ037,Music,Folk 5,Beeth. 2,0.0006734886265808736,-0.00011482882859653208,Folk,Beethoven
233,ADQ050,Music,Folk 5,Beeth. 2,-0.01026178256402229,0.0024872379830938643,Folk,Beethoven
234,ADQ054,Music,Folk 5,Beeth. 2,0.004838116966145612,0.006070462782005455,Folk,Beethoven
235,ADQ063,Music,Folk 5,Beeth. 2,0.009830998044114064,0.0036348767644451,Folk,Beethoven
236,ADR070,Music,Folk 5,Beeth. 2,0.002906553641987846,0.0039333932247673665,Folk,Beethoven
237,ADQ031,Music,Folk 5,Beeth. 2,0.005464383924440861,0.009323857158175717,Folk,Beethoven
238,ADQ041,Music,Folk 5,Beeth. 2,0.01010840447379277,0.01812389739196982,Folk,Beethoven
239,ADQ020,Music,Folk 5,Beeth. 2,-0.020454213641402996,-0.005838439102145614,Folk,Beethoven
240,ADQ019,Music,Folk 5,Beeth. 2,0.0028898662333135604,0.010323252102515933,Folk,Beethoven
241,ADQ060,Music,Folk 5,Beeth. 2,-0.010238499243554569,0.016824124078876842,Folk,Beethoven
242,ADQ027,Music,Folk 5,Beeth. 2,0.018008014362890894,0.005436205672119236,Folk,Beethoven
243,ADQ046,Music,Folk 5,Beeth. 2,-0.004723413123696576,-0.009885615914251286,Folk,Beethoven
244,ADQ028,Music,Folk 5,Beeth. 2,0.0036739087012945706,0.008496532393364129,Folk,Beethoven
245,AEQ080,Music,Folk 5,Beeth. 2,0.000602033197422105,-0.004566880379813388,Folk,Beethoven
246,ADQ055,Music,Folk 5,Beeth. 2,0.006076946030244601,0.02208705191609368,Folk,Beethoven
247,ADQ010,Music,Folk 5,Beeth. 2,0.01354026156341749,0.025356854488376344,Folk,Beethoven
248,ADR067,Music,Folk 5,Beeth. 2,0.013427381675581282,0.003070318962006583,Folk,Beethoven
249,ADQ049,Music,Folk 5,Beeth. 2,-0.00565489202114174,-0.007707745577517003,Folk,Beethoven
250,ADQ036,Music,Folk 5,Beeth. 2,-0.003052274052722472,0.004264749765863852,Folk,Beethoven
251,ADQ008,Music,Folk 5,Beeth. 2,0.004358362586887935,-0.006185208232719964,Folk,Beethoven
252,ADQ042,Music,Folk 5,Beeth. 2,0.004917833192299445,0.00013619070238674895,Folk,Beethoven
253,ADQ005,Music,Folk 5,Beeth. 2,0.01592024098300106,-0.021324795356531923,Folk,Beethoven
254,ADQ059,Music,Folk 5,Beeth. 2,-0.002480286031614446,-0.008981470628834124,Folk,Beethoven
255,ADQ001,Music,Folk 5,Beeth. 2,0.010409139442980534,0.011515125058819263,Folk,Beethoven
256,ADQ006,Music,Folk 5,Beeth. 2,-0.0022106636583395386,0.004468934281802106,Folk,Beethoven
257,AEQ087,Music,Folk 5,Beeth. 2,0.004222327963143846,0.005399785962320804,Folk,Beethoven
258,ADQ030,Music,Folk 5,Beeth. 2,0.010385032220950236,0.029741284447948137,Folk,Beethoven
259,AEQ079,Music,Folk 5,Beeth. 2,-0.006330549388467182,0.0019236504750602412,Folk,Beethoven
260,ADQ014,Music,Folk 5,Beeth. 2,-0.011375473258820039,0.023087776168949532,Folk,Beethoven
261,ADQ011,Music,Folk 5,Beeth. 2,0.00026164322721860313,-0.0052457307902212475,Folk,Beethoven
262,ADQ023,Music,Folk 5,Beeth. 2,0.00033084061981459304,0.0016468735445959528,Folk,Beethoven
263,ADQ044,Music,Folk 5,Beeth. 2,-0.006712014037406934,0.009672918605528833,Folk,Beethoven
264,ADQ051,Music,Folk 5,Beeth. 2,0.0005831797291776918,0.02386863545238013,Folk,Beethoven
265,ADQ057,Music,Folk 5,Beeth. 2,0.01448069747399726,0.0001670448383200131,Folk,Beethoven
266,ADQ045,Music,Folk 5,Beeth. 2,0.010102854193032812,0.013740269947789258,Folk,Beethoven
267,ADQ018,Music,Folk 5,Beeth. 2,0.02088811089321013,-0.004896189290796227,Folk,Beethoven
