,Source,ddof1,ddof2,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
0,Event,9,468,109.58008036018984,2.7286899673138767e-109,1.0240475222605235e-39,0.6375276573172347,0.3473839296770182,False,5.804778365174013e-06,1.2221871446148978e-95
