,Source,ddof1,ddof2,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
0,Event,6,420,377.2827114848747,1.1242594700192337e-165,2.8398821568110463e-35,0.8174637121965491,0.19952064440917208,False,1.268824328294705e-07,1.4123701204572079e-214
