,Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,eta-square
78,Event,Folk 4,Schnit. 1,True,True,-2.5289720803320637,65.0,two-sided,0.013875634810117703,1.0,bonf,2.546,0.021261359420349037
79,Event,Folk 4,Schnit. 2,True,True,-2.5429322321156764,65.0,two-sided,0.013382410392228386,1.0,bonf,2.626,0.02444876512513256
80,Event,Folk 4,Schnit. 3,True,True,-0.9449113422210677,65.0,two-sided,0.3482034422706165,1.0,bonf,0.207,0.002543154604505487
81,Event,Folk 5,Folk 6,True,True,-6.401086938267237,65.0,two-sided,1.9549015229067157e-08,1.7789603858451113e-06,bonf,6.377e+05,0.19153777481820192
82,Event,Folk 5,Schnit. 1,True,True,1.543710943856951,65.0,two-sided,0.12751333792683506,1.0,bonf,0.416,0.009313955201511515
83,Event,Folk 5,Schnit. 2,True,True,1.428379957498249,65.0,two-sided,0.1579702113909227,1.0,bonf,0.355,0.0078103765263956145
84,Event,Folk 5,Schnit. 3,True,True,3.2455536859230687,65.0,two-sided,0.0018542261062918781,0.16873457567256092,bonf,14.898,0.03554591148344523
85,Event,Folk 6,Schnit. 1,True,True,6.643322499403431,65.0,two-sided,7.3678010643345764e-09,6.704698968544464e-07,bonf,1.614e+06,0.22636041095667214
86,Event,Folk 6,Schnit. 2,True,True,7.114982330322441,65.0,two-sided,1.0862820576240562e-09,9.885166724378912e-08,bonf,1.003e+07,0.2240047331831458
87,Event,Folk 6,Schnit. 3,True,True,7.127789525777293,65.0,two-sided,1.0310537951779955e-09,9.38258953611976e-08,bonf,1.054e+07,0.25706751972831715
88,Event,Schnit. 1,Schnit. 2,True,True,-0.1917963671116341,65.0,two-sided,0.848499624754781,1.0,bonf,0.137,8.641464847624939e-05
89,Event,Schnit. 1,Schnit. 3,True,True,2.1924552410441493,65.0,two-sided,0.03193274772882672,1.0,bonf,1.258,0.009510998745514391
90,Event,Schnit. 2,Schnit. 3,True,True,1.8333054360888872,65.0,two-sided,0.071336652416159,1.0,bonf,0.653,0.011607472461410535
