,Source,ddof1,ddof2,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
0,Event,13,845,39.006071593466686,2.609625457966087e-77,2.311382216247225e-15,0.2508135734650208,0.17195582115166697,False,1.3098610895112393e-07,2.1414977310754396e-144
