,index,Pair,Spearman,Event_Type,Event,Event1,Sections,Relationship,Familiarity,Distance,Close
9,ADQ011,ADQ001,-0.07504403206131552,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
11,ADQ013,ADQ001,-0.07190221698011923,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
16,ADQ020,ADQ001,-0.037554229818916096,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
18,ADQ022,ADQ001,0.08376554725758287,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
44,ADQ048,ADQ001,-0.15970625394085575,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
52,ADQ056,ADQ001,0.014475443924254056,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
54,ADQ059,ADQ001,0.03761908479502565,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
56,ADQ061,ADQ001,-0.05269771810744928,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
60,ADQ065,ADQ001,0.14052746829020848,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
65,ADR070,ADQ001,0.02312065693250031,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
73,AEQ084,ADQ001,0.01678831099707287,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
75,AEQ087,ADQ001,-0.014800373792969857,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
159,ADQ003,ADQ004,-0.06470037928847845,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
169,ADQ013,ADQ004,0.12220588523032443,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
176,ADQ022,ADQ004,0.14226800089229355,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
179,ADQ025,ADQ004,0.11446996785706799,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
182,ADQ028,ADQ004,0.047857819596919836,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
242,ADQ007,ADQ005,-0.09166637346785758,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
249,ADQ014,ADQ005,0.15402486921506586,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
255,ADQ022,ADQ005,-0.15273089306375265,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
262,ADQ029,ADQ005,0.03267602455624363,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
273,ADQ040,ADQ005,0.21275198642337456,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
277,ADQ044,ADQ005,0.04146463187223071,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
297,ADQ065,ADQ005,0.0036200498386879517,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
316,ADQ001,ADQ006,0.09046200970458233,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
328,ADQ014,ADQ006,-0.09071260413123992,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
329,ADQ015,ADQ006,-0.12534603411393053,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
339,ADQ027,ADQ006,0.09598158618119348,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
346,ADQ034,ADQ006,0.12464912614059542,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
475,ADQ003,ADQ008,-0.022013542111562555,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
478,ADQ006,ADQ008,0.07654259816707132,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
485,ADQ013,ADQ008,-0.018527732775553727,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
488,ADQ016,ADQ008,-0.09501671480712617,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
503,ADQ033,ADQ008,-0.04832766769156006,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
504,ADQ034,ADQ008,-0.04662826328110153,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
513,ADQ043,ADQ008,-0.09106718640588171,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
514,ADQ044,ADQ008,0.12082305408776985,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
519,ADQ049,ADQ008,0.05668433160917264,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
520,ADQ050,ADQ008,0.0007863080894743589,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
523,ADQ053,ADQ008,0.0236790370803233,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
524,ADQ054,ADQ008,0.07068390145646057,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
526,ADQ056,ADQ008,0.03821787345838919,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
533,ADQ064,ADQ008,-0.02787255630546126,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
558,ADQ007,ADQ009,0.04258532146732288,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
561,ADQ010,ADQ009,0.004947575812190815,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
592,ADQ043,ADQ009,-0.03286105109201649,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
605,ADQ056,ADQ009,0.05297247761866536,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
620,AEQ077,ADQ009,0.09613800599324676,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
633,ADQ003,ADQ010,0.0696511995477905,Speech,Speech,Speech 1,Speech,Family_ParentChild,1,1.0,1
634,ADQ004,ADQ010,0.06678989117300244,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
716,ADQ007,ADQ011,-0.010602209990499377,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
797,ADQ009,ADQ012,0.07486992436804997,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
816,ADQ030,ADQ012,-0.05081098987957405,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
819,ADQ033,ADQ012,0.08308727042533126,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
856,ADR071,ADQ012,-0.018373633934540695,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
874,ADQ007,ADQ013,0.029774015991658753,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
878,ADQ011,ADQ013,0.0719034383230334,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
959,ADQ013,ADQ014,-0.015144798575009609,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1032,ADQ007,ADQ015,0.04905170575480537,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
1036,ADQ011,ADQ015,-0.04056146891302684,Speech,Speech,Speech 1,Speech,Stranger,0,1.0,1
1038,ADQ013,ADQ015,0.1462717600993037,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1107,ADQ003,ADQ016,0.00330508254580265,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1109,ADQ005,ADQ016,0.03502944645352845,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1111,ADQ007,ADQ016,0.028186357663020193,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1114,ADQ010,ADQ016,0.03036011722660743,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1130,ADQ028,ADQ016,-0.09646036608140494,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1136,ADQ034,ADQ016,0.042972430098601015,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1146,ADQ044,ADQ016,-0.01279832397799907,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1186,ADQ003,ADQ019,0.00023622351614409316,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1190,ADQ007,ADQ019,0.03268357915148822,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1192,ADQ009,ADQ019,0.07618956018836286,Speech,Speech,Speech 1,Speech,Stranger,0,1.0,1
1193,ADQ010,ADQ019,-0.021351422645661568,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1195,ADQ012,ADQ019,0.11030010697635884,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1227,ADQ046,ADQ019,0.0738273481118289,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1237,ADQ056,ADQ019,0.009749750580384027,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1265,ADQ003,ADQ020,-0.11783799892369051,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1274,ADQ012,ADQ020,0.011334437782265044,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1290,ADQ030,ADQ020,0.2102306771391887,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1293,ADQ033,ADQ020,0.06878224137805088,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1303,ADQ043,ADQ020,0.05754729435922844,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1316,ADQ056,ADQ020,-0.009428775057066041,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1330,ADR071,ADQ020,0.17893134377322717,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1343,ADQ001,ADQ021,0.004081814928875905,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1347,ADQ006,ADQ021,0.07180860431660513,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
1355,ADQ014,ADQ021,-0.024741995407305005,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1357,ADQ016,ADQ021,-0.02059049964883714,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1383,ADQ044,ADQ021,-0.132026181380906,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1388,ADQ049,ADQ021,-0.05928788315403975,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1393,ADQ054,ADQ021,-0.05330461837124927,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1427,ADQ007,ADQ022,0.0727017542019238,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
1431,ADQ011,ADQ022,0.06508718075147436,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
1433,ADQ013,ADQ022,0.13984948068707684,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1435,ADQ015,ADQ022,0.09268810433483815,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1501,ADQ001,ADQ023,0.12675918781501846,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
1505,ADQ006,ADQ023,0.025588765562753933,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1509,ADQ010,ADQ023,-0.02002917265095839,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1512,ADQ013,ADQ023,-0.1285990303769264,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1517,ADQ020,ADQ023,-0.00030494950309661623,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1518,ADQ021,ADQ023,0.008650319058237056,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1527,ADQ030,ADQ023,0.1621586215733924,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1540,ADQ043,ADQ023,0.08015081449709513,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1546,ADQ049,ADQ023,-0.051718420218491074,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1547,ADQ050,ADQ023,0.04935002174358649,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1560,ADQ064,ADQ023,0.07360654870030668,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1567,ADR071,ADQ023,0.15483710381623628,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1574,AEQ084,ADQ023,0.00270381984101197,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1577,AEQ088,ADQ023,0.016862681379686224,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1580,ADQ001,ADQ024,-0.14390460788209894,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1588,ADQ010,ADQ024,0.11909561725466962,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1589,ADQ011,ADQ024,0.17087537458186022,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1592,ADQ014,ADQ024,-0.017254426295668642,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1593,ADQ015,ADQ024,-0.04824812338131004,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1599,ADQ023,ADQ024,-0.031369752684340495,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1604,ADQ028,ADQ024,0.01897390883269038,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1612,ADQ036,ADQ024,-0.02756786291104403,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1626,ADQ050,ADQ024,-0.017816332073891317,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1634,ADQ059,ADQ024,0.005806005444656202,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1636,ADQ061,ADQ024,-0.02371408025647294,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1637,ADQ062,ADQ024,-0.05700200549634574,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1640,ADQ065,ADQ024,-0.029944052001809086,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1664,ADQ007,ADQ025,-0.08543514187085584,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
1668,ADQ011,ADQ025,0.012024987221464237,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1670,ADQ013,ADQ025,0.041908128252323276,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1671,ADQ014,ADQ025,0.005005701883333596,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1672,ADQ015,ADQ025,0.013838066464288264,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
1677,ADQ022,ADQ025,0.10193650730862437,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1740,ADQ004,ADQ026,-0.0568824792859966,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1746,ADQ010,ADQ026,0.06292201879319792,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1748,ADQ012,ADQ026,-0.08840164936953432,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1752,ADQ016,ADQ026,-0.036348901426298943,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1756,ADQ022,ADQ026,-0.013949509098272198,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1758,ADQ024,ADQ026,0.034211795600069546,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1759,ADQ025,ADQ026,0.15125732102428857,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1766,ADQ032,ADQ026,0.11469718717715692,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1780,ADQ046,ADQ026,-0.07286295542208665,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1789,ADQ055,ADQ026,0.04366867818114949,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1810,AEQ083,ADQ026,-0.004487529032018574,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
1822,ADQ007,ADQ027,0.004679233458607637,Speech,Speech,Speech 1,Speech,Stranger,0,1.0,1
1824,ADQ009,ADQ027,-0.03812509707043362,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1826,ADQ011,ADQ027,-0.021028805956130457,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1828,ADQ013,ADQ027,0.025526476735277862,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1830,ADQ015,ADQ027,0.047693386942264875,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1832,ADQ019,ADQ027,0.07868292170310735,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1835,ADQ022,ADQ027,0.02129153279886423,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1838,ADQ025,ADQ027,0.08000502742414552,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
1898,ADQ004,ADQ028,0.047857819596919836,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1907,ADQ013,ADQ028,0.06525729131586071,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1908,ADQ014,ADQ028,0.06972786227378527,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1909,ADQ015,ADQ028,0.047558242663234655,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1917,ADQ025,ADQ028,0.052388915505673,Speech,Speech,Speech 1,Speech,Friend,1,3.0,1
1919,ADQ027,ADQ028,0.05061691660000057,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1980,ADQ007,ADQ029,-0.0166866300003791,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
1984,ADQ011,ADQ029,0.08646396052450152,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
1986,ADQ013,ADQ029,0.03800429712314768,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
1988,ADQ015,ADQ029,-0.04871416443990098,Speech,Speech,Speech 1,Speech,Friend,1,-2.0,1
1993,ADQ022,ADQ029,0.14822470587946635,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
1996,ADQ025,ADQ029,0.03334813207899828,Speech,Speech,Speech 1,Speech,Friend,1,-2.0,1
1998,ADQ027,ADQ029,-0.018855366099142297,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2055,ADQ003,ADQ030,-0.09167313758615267,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2062,ADQ010,ADQ030,-0.02298073543216991,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2133,ADQ001,ADQ031,0.08174144676949346,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
2137,ADQ006,ADQ031,0.08402910608816344,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2141,ADQ010,ADQ031,0.06467975635961953,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2146,ADQ015,ADQ031,-0.04678436372769928,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2150,ADQ021,ADQ031,-0.03655596918030606,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2152,ADQ023,ADQ031,0.10385218198613864,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
2153,ADQ024,ADQ031,-0.0010395038880402683,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2155,ADQ026,ADQ031,0.18710641093178826,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2163,ADQ034,ADQ031,0.09004872652967462,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2169,ADQ040,ADQ031,0.05376302709799,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2173,ADQ044,ADQ031,0.12795692971920503,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2174,ADQ045,ADQ031,0.07207518751262659,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2179,ADQ050,ADQ031,-0.05746431703617846,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2185,ADQ056,ADQ031,0.02900097777458472,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2186,ADQ057,ADQ031,-0.01370108323344788,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2192,ADQ064,ADQ031,0.018070443720176247,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2193,ADQ065,ADQ031,0.02698886127043005,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2200,AEQ077,ADQ031,0.0005293458937318797,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2209,AEQ088,ADQ031,-0.010940809215234049,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2211,AER090,ADQ031,0.01662009694185425,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2217,ADQ007,ADQ032,-0.050544432373509106,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2221,ADQ011,ADQ032,-0.12379047612552989,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
2223,ADQ013,ADQ032,0.03191927510201281,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2225,ADQ015,ADQ032,-0.02545139525232944,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
2230,ADQ022,ADQ032,-0.0072231935198404625,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
2233,ADQ025,ADQ032,0.15965262478954212,Speech,Speech,Speech 1,Speech,Friend,1,3.0,1
2235,ADQ027,ADQ032,0.054073182504209685,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2237,ADQ029,ADQ032,0.1323369582372694,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
2303,ADQ014,ADQ033,0.08593831257254797,Speech,Speech,Speech 1,Speech,Friend/Absent,1,3.0,1
2317,ADQ030,ADQ033,0.20405702926284636,Speech,Speech,Speech 1,Speech,Friend,1,-2.0,1
2375,ADQ007,ADQ034,0.044017230686183156,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2379,ADQ011,ADQ034,-0.013103783736942516,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2381,ADQ013,ADQ034,0.015343135553266826,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2382,ADQ014,ADQ034,-0.05391620942017767,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2383,ADQ015,ADQ034,-0.044981604088562235,Speech,Speech,Speech 1,Speech,Friend,1,3.0,1
2391,ADQ025,ADQ034,0.27874306395675974,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
2393,ADQ027,ADQ034,0.13180511036588707,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
2394,ADQ028,ADQ034,0.012176611996749359,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
2395,ADQ029,ADQ034,0.0474900630171898,Speech,Speech,Speech 1,Speech,Friend,1,3.0,1
2449,ADQ001,ADQ035,0.06527990585084474,Speech,Speech,Speech 1,Speech,Stranger,0,-2.0,1
2453,ADQ006,ADQ035,0.030149013308985964,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2457,ADQ010,ADQ035,0.07239206887743103,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2461,ADQ014,ADQ035,0.19382311823147422,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2466,ADQ021,ADQ035,-0.09827821962839631,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2468,ADQ023,ADQ035,0.1636786053354842,Speech,Speech,Speech 1,Speech,Friend,1,3.0,1
2470,ADQ025,ADQ035,0.11884534026956699,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2472,ADQ027,ADQ035,-0.01791409532620781,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2474,ADQ029,ADQ035,-0.05800223082516576,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2476,ADQ031,ADQ035,0.14437831468430445,Speech,Speech,Speech 1,Speech,Friend/Absent,1,3.0,1
2485,ADQ040,ADQ035,-0.02186277665926424,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2487,ADQ042,ADQ035,0.06369639193465437,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2490,ADQ045,ADQ035,0.04319460631494425,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2491,ADQ046,ADQ035,0.09944027750734112,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2499,ADQ054,ADQ035,0.1090623295852991,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2500,ADQ055,ADQ035,0.19881571749491936,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2501,ADQ056,ADQ035,-0.03627919172688662,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2503,ADQ059,ADQ035,-0.06613297371523702,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2507,ADQ063,ADQ035,-0.16627219566035104,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2514,ADR070,ADQ035,0.03060813309896777,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2516,AEQ077,ADQ035,0.027741815865695636,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2525,AEQ088,ADQ035,0.027911099987709697,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2533,ADQ007,ADQ036,-0.050540718439800174,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
2535,ADQ009,ADQ036,0.10154086640027868,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2537,ADQ011,ADQ036,0.00961724373591699,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2539,ADQ013,ADQ036,0.2089195349827879,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2541,ADQ015,ADQ036,0.15854591454039219,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2546,ADQ022,ADQ036,-8.6165426274811e-05,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2549,ADQ025,ADQ036,0.13037914729617472,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2551,ADQ027,ADQ036,0.06160435207146699,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2553,ADQ029,ADQ036,0.042827723217809956,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2556,ADQ032,ADQ036,0.16417094670232582,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2608,ADQ003,ADQ037,0.02533274570967815,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2609,ADQ004,ADQ037,0.12407209521845747,Speech,Speech,Speech 1,Speech,Stranger,0,2.0,1
2611,ADQ006,ADQ037,-0.010351839299061801,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2615,ADQ010,ADQ037,-0.04778235448041015,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2618,ADQ013,ADQ037,0.07822152644993248,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2619,ADQ014,ADQ037,0.0407061124621548,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2621,ADQ016,ADQ037,0.05824904025260957,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2624,ADQ021,ADQ037,0.08274137991026093,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2630,ADQ027,ADQ037,0.04895710653705363,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2632,ADQ029,ADQ037,0.20506401897805165,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2652,ADQ049,ADQ037,0.041528713262999534,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2692,ADQ008,ADQ038,-0.05776475732610931,Speech,Speech,Speech 1,Speech,Friend,1,1.0,1
2708,ADQ026,ADQ038,0.024621719879746838,Speech,Speech,Speech 1,Speech,Stranger,0,3.0,1
2712,ADQ030,ADQ038,-0.014538317701977076,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2724,ADQ042,ADQ038,-0.05704312515571787,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2726,ADQ044,ADQ038,-0.08755953014012346,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2731,ADQ049,ADQ038,-0.09830707647096396,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2733,ADQ051,ADQ038,-0.011790763674227786,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2735,ADQ053,ADQ038,0.11809200923796191,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2746,ADQ065,ADQ038,-0.02252757515654699,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
2755,AEQ080,ADQ038,0.01049627829844756,Speech,Speech,Speech 1,Speech,Stranger,0,4.0,0
