,index,Pair,Spearman,Event_Type,Event,Event1,Sections,Relationship,Familiarity,Distance,Close
81583,ADQ015,ADQ006,0.005508621775626003,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81594,ADQ027,ADQ006,0.018294781707080043,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81600,ADQ034,ADQ006,-0.010821327079576762,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81725,ADQ003,ADQ008,0.025006746233551466,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81728,ADQ006,ADQ008,-0.018851828318442117,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81735,ADQ013,ADQ008,0.02634164404039152,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81738,ADQ016,ADQ008,-0.01503411473907659,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81740,ADQ018,ADQ008,-0.020853037900525742,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81753,ADQ033,ADQ008,0.014461482501585245,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81754,ADQ034,ADQ008,0.016990954808538183,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81762,ADQ043,ADQ008,0.02736160373630518,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81763,ADQ044,ADQ008,0.00923786409059924,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81767,ADQ049,ADQ008,-0.019800447218153758,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81768,ADQ050,ADQ008,-0.0061059549611054125,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81771,ADQ053,ADQ008,0.0006789843634119912,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81772,ADQ054,ADQ008,0.01050369214643279,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81774,ADQ056,ADQ008,0.004466701043020196,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81782,ADQ064,ADQ008,-0.014512645352707035,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81801,ADQ002,ADQ009,0.018694001612651747,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
81806,ADQ007,ADQ009,0.0013664839416056757,Music,Bach,Bach,Bach,Stranger,0,3.0,1
81809,ADQ010,ADQ009,0.014036521637269175,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81839,ADQ043,ADQ009,0.026938710646858488,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81851,ADQ056,ADQ009,0.016164390820225055,Music,Bach,Bach,Bach,Stranger,0,4.0,0
81879,ADQ003,ADQ010,-0.05943365851130621,Music,Bach,Bach,Bach,Family_ParentChild,1,1.0,1
81880,ADQ004,ADQ010,0.00853016300064385,Music,Bach,Bach,Bach,Stranger,0,3.0,1
81960,ADQ007,ADQ011,-0.01680984220904963,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
82032,ADQ002,ADQ012,-0.0016869675055865428,Music,Bach,Bach,Bach,Stranger,0,2.0,1
82039,ADQ009,ADQ012,0.004616571347523035,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82059,ADQ030,ADQ012,-0.01247011774166529,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82061,ADQ033,ADQ012,0.0061584418312633496,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82096,ADR071,ADQ012,-0.007927355190895357,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82114,ADQ007,ADQ013,-0.0077863598530890496,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82118,ADQ011,ADQ013,-0.0010476817557330013,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
82197,ADQ013,ADQ014,-0.0008454544552691099,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82268,ADQ007,ADQ015,-0.0022869865384986675,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
82272,ADQ011,ADQ015,0.01337278762367199,Music,Bach,Bach,Bach,Stranger,0,1.0,1
82274,ADQ013,ADQ015,0.036751991304148406,Music,Bach,Bach,Bach,Stranger,0,2.0,1
82341,ADQ003,ADQ016,-0.03189442962141194,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82343,ADQ005,ADQ016,0.03431585243304208,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82345,ADQ007,ADQ016,0.0436565385542924,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82348,ADQ010,ADQ016,-0.020449859276900708,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82365,ADQ028,ADQ016,-0.04835332665374803,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82370,ADQ034,ADQ016,0.05132732660138042,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82379,ADQ044,ADQ016,-0.015931494711269176,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82417,ADQ002,ADQ017,0.006423185086438675,Music,Bach,Bach,Bach,Stranger,0,2.0,1
82424,ADQ009,ADQ017,0.00132012341152806,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82427,ADQ012,ADQ017,-0.001694903519137759,Music,Bach,Bach,Bach,Friend,1,1.0,1
82455,ADQ043,ADQ017,0.025087937402732713,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82466,ADQ055,ADQ017,0.00544162935223277,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82481,ADR071,ADQ017,0.02315177616488613,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82495,ADQ003,ADQ018,-0.03163563819706035,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82497,ADQ005,ADQ018,0.014482062403363062,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82502,ADQ010,ADQ018,0.019095892880816562,Music,Bach,Bach,Bach,Stranger,0,1.0,1
82508,ADQ016,ADQ018,0.03478431091527111,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82571,ADQ002,ADQ019,-0.0038264655451658407,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
82572,ADQ003,ADQ019,-0.015071232995540066,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82576,ADQ007,ADQ019,0.0038605518866065957,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82578,ADQ009,ADQ019,0.0013403796210700964,Music,Bach,Bach,Bach,Stranger,0,1.0,1
82579,ADQ010,ADQ019,0.022120616569085233,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82581,ADQ012,ADQ019,-0.012525463233755437,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82586,ADQ017,ADQ019,-0.003206623050871042,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82587,ADQ018,ADQ019,-0.03088410839808001,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82611,ADQ046,ADQ019,0.026379705918759915,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82621,ADQ056,ADQ019,-0.005411118570273278,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82649,ADQ003,ADQ020,0.04721631344334141,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82658,ADQ012,ADQ020,-0.013949206143708938,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82663,ADQ017,ADQ020,-0.008937321453349887,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82675,ADQ030,ADQ020,0.002413204741941559,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82677,ADQ033,ADQ020,0.007612277549676178,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82686,ADQ043,ADQ020,0.008624885005556688,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82698,ADQ056,ADQ020,0.011656323568758224,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82712,ADR071,ADQ020,0.017001905532292857,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82730,ADQ007,ADQ022,0.010434780493453371,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
82734,ADQ011,ADQ022,-0.006723213197550448,Music,Bach,Bach,Bach,Friend,1,1.0,1
82736,ADQ013,ADQ022,0.004391264849993371,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82738,ADQ015,ADQ022,0.009724440985791623,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82801,ADQ001,ADQ023,-0.03519677079285964,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
82806,ADQ006,ADQ023,0.019586149206553452,Music,Bach,Bach,Bach,Stranger,0,2.0,1
82810,ADQ010,ADQ023,-0.047765202090928986,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82813,ADQ013,ADQ023,-0.016095252805645912,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82817,ADQ017,ADQ023,0.02261014652142435,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82820,ADQ020,ADQ023,0.03371309467021135,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82829,ADQ030,ADQ023,-0.019411982615322804,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82840,ADQ043,ADQ023,-0.019436975544003737,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82845,ADQ049,ADQ023,0.054645462717345425,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82846,ADQ050,ADQ023,-0.0011465838058369094,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82860,ADQ064,ADQ023,-0.0029586437151264953,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82866,ADR071,ADQ023,-8.112566558534246e-05,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82875,AEQ088,ADQ023,0.012641796474191582,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82878,ADQ001,ADQ024,0.0022478156161638736,Music,Bach,Bach,Bach,Stranger,0,2.0,1
82887,ADQ010,ADQ024,0.032302416293488026,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82888,ADQ011,ADQ024,-0.0011301598109662641,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82891,ADQ014,ADQ024,0.017015998891429462,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82892,ADQ015,ADQ024,0.039553718551486754,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82895,ADQ018,ADQ024,0.017085225001491143,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82899,ADQ023,ADQ024,0.00019239296005075384,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82904,ADQ028,ADQ024,0.04206533632352278,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82911,ADQ036,ADQ024,0.015710420570171572,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82923,ADQ050,ADQ024,-0.0069969801545709445,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82932,ADQ059,ADQ024,-0.012629292126433354,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82934,ADQ061,ADQ024,0.012473830901893322,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82935,ADQ062,ADQ024,0.006571930869205881,Music,Bach,Bach,Bach,Stranger,0,4.0,0
82961,ADQ007,ADQ025,-0.013805985837184773,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
82965,ADQ011,ADQ025,-0.0009564417234071036,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82967,ADQ013,ADQ025,0.013245119503817498,Music,Bach,Bach,Bach,Stranger,0,2.0,1
82968,ADQ014,ADQ025,-0.02568049622221312,Music,Bach,Bach,Bach,Stranger,0,3.0,1
82969,ADQ015,ADQ025,0.023556577212940032,Music,Bach,Bach,Bach,Friend,1,1.0,1
82975,ADQ022,ADQ025,0.0003450701799721897,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83035,ADQ004,ADQ026,-0.01749961435319962,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83041,ADQ010,ADQ026,0.007649558188982984,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83043,ADQ012,ADQ026,0.028374642926860483,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83047,ADQ016,ADQ026,-0.00616375728231294,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83049,ADQ018,ADQ026,0.04441515233479345,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83052,ADQ022,ADQ026,-0.0011822054383324207,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83054,ADQ024,ADQ026,0.02170299115379446,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83055,ADQ025,ADQ026,0.023974122414685838,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83073,ADQ046,ADQ026,0.02116280277344837,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83082,ADQ055,ADQ026,0.01238033827515601,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83102,AEQ083,ADQ026,0.01961598821851027,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83115,ADQ007,ADQ027,0.05368253786771839,Music,Bach,Bach,Bach,Stranger,0,1.0,1
83117,ADQ009,ADQ027,0.015523778560644526,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83119,ADQ011,ADQ027,0.05510787441367669,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83121,ADQ013,ADQ027,-0.03390879967804652,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83123,ADQ015,ADQ027,0.012130176709092489,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83127,ADQ019,ADQ027,0.01110927228056156,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83129,ADQ022,ADQ027,0.02161777619966965,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83132,ADQ025,ADQ027,0.002594795898648636,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83189,ADQ004,ADQ028,0.0711367490131816,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83198,ADQ013,ADQ028,-0.0056828596427318185,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83199,ADQ014,ADQ028,0.012905105559452706,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83200,ADQ015,ADQ028,0.002946905897144123,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83209,ADQ025,ADQ028,-0.006271738203278841,Music,Bach,Bach,Bach,Friend,1,3.0,1
83211,ADQ027,ADQ028,-0.0022126270917464112,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83269,ADQ007,ADQ029,-0.00983669388138025,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83273,ADQ011,ADQ029,-0.003442425117838489,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
83275,ADQ013,ADQ029,-0.003517855638691858,Music,Bach,Bach,Bach,Friend,1,1.0,1
83277,ADQ015,ADQ029,-0.017629398228008346,Music,Bach,Bach,Bach,Friend,1,-2.0,1
83283,ADQ022,ADQ029,-0.01268024821721801,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
83286,ADQ025,ADQ029,-0.026146366250628317,Music,Bach,Bach,Bach,Friend,1,-2.0,1
83288,ADQ027,ADQ029,-0.014862728766316642,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83342,ADQ003,ADQ030,0.014042543888855185,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83349,ADQ010,ADQ030,-0.022276565660613423,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83357,ADQ018,ADQ030,-0.09594184144933744,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83417,ADQ001,ADQ031,-0.0033843578241303496,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
83422,ADQ006,ADQ031,0.0036425008767637067,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83426,ADQ010,ADQ031,0.003860176364730444,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83431,ADQ015,ADQ031,-0.0011642355653624964,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83433,ADQ017,ADQ031,-0.0019255387160740853,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83438,ADQ023,ADQ031,0.005243333070734836,Music,Bach,Bach,Bach,Friend,1,1.0,1
83439,ADQ024,ADQ031,-0.023747027072954712,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83441,ADQ026,ADQ031,0.004322920921394527,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83448,ADQ034,ADQ031,0.010966600774637502,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83453,ADQ040,ADQ031,-0.021328297399988212,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83457,ADQ044,ADQ031,-0.015928024052149863,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83462,ADQ050,ADQ031,0.004202103726883795,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83468,ADQ056,ADQ031,0.01570722320369164,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83469,ADQ057,ADQ031,-0.0034692310842582715,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83476,ADQ064,ADQ031,0.0064964623968370465,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83491,AEQ088,ADQ031,-0.02017975922615757,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83493,AER090,ADQ031,0.008288652365309006,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83507,ADQ014,ADQ033,0.008566420337227197,Music,Bach,Bach,Bach,Friend/Absent,1,3.0,1
83522,ADQ030,ADQ033,0.012745715699641998,Music,Bach,Bach,Bach,Friend,1,-2.0,1
83577,ADQ007,ADQ034,-0.045166329236607995,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83581,ADQ011,ADQ034,0.0065143383220993166,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83583,ADQ013,ADQ034,0.03283024088150459,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83584,ADQ014,ADQ034,0.006611484594491517,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83585,ADQ015,ADQ034,-0.00393581263630349,Music,Bach,Bach,Bach,Friend,1,3.0,1
83594,ADQ025,ADQ034,-0.004303663258299322,Music,Bach,Bach,Bach,Friend,1,1.0,1
83596,ADQ027,ADQ034,-0.015521281955775245,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
83597,ADQ028,ADQ034,-0.02837633258720521,Music,Bach,Bach,Bach,Friend,1,1.0,1
83598,ADQ029,ADQ034,-0.0012385841541148219,Music,Bach,Bach,Bach,Friend,1,3.0,1
83648,ADQ001,ADQ035,0.01686822699151582,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
83653,ADQ006,ADQ035,-0.014435655173571519,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83657,ADQ010,ADQ035,-0.013595964795643855,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83661,ADQ014,ADQ035,0.002039066669452806,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83669,ADQ023,ADQ035,-0.00203311901237678,Music,Bach,Bach,Bach,Friend,1,3.0,1
83671,ADQ025,ADQ035,-0.01136952678049417,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83673,ADQ027,ADQ035,0.005969591385294387,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83675,ADQ029,ADQ035,-0.00803330531081792,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83677,ADQ031,ADQ035,0.014299587373009301,Music,Bach,Bach,Bach,Friend/Absent,1,3.0,1
83684,ADQ040,ADQ035,-0.025364655481985472,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83686,ADQ042,ADQ035,-0.015059564532095008,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83689,ADQ046,ADQ035,0.02792228716270168,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83697,ADQ054,ADQ035,-0.014023172410871289,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83698,ADQ055,ADQ035,0.05549429808892251,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83699,ADQ056,ADQ035,0.03126365266234772,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83702,ADQ059,ADQ035,-0.01909382956410792,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83706,ADQ063,ADQ035,0.03419269093444378,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83712,ADR070,ADQ035,0.009942966657930975,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83722,AEQ088,ADQ035,-0.019875780992982126,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83731,ADQ007,ADQ036,-0.01653678896216035,Music,Bach,Bach,Bach,Friend,1,1.0,1
83733,ADQ009,ADQ036,0.0032020843655103694,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83735,ADQ011,ADQ036,0.06096707271942365,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83737,ADQ013,ADQ036,-0.011510455095629495,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83739,ADQ015,ADQ036,0.008549147146728114,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83745,ADQ022,ADQ036,-0.01252339112669647,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83748,ADQ025,ADQ036,0.008861949350624882,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83750,ADQ027,ADQ036,0.011835494765916181,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83752,ADQ029,ADQ036,0.013032751226793053,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83804,ADQ003,ADQ037,0.0238448188028905,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83805,ADQ004,ADQ037,-0.04128593329618957,Music,Bach,Bach,Bach,Stranger,0,2.0,1
83807,ADQ006,ADQ037,0.03170184518480039,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83811,ADQ010,ADQ037,-0.026015455463657862,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83814,ADQ013,ADQ037,-0.030509608140184722,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83815,ADQ014,ADQ037,0.056980333202450745,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83817,ADQ016,ADQ037,-0.06923068760163438,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83819,ADQ018,ADQ037,0.004428073284353373,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83827,ADQ027,ADQ037,0.03487299377308775,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83829,ADQ029,ADQ037,0.016212690189459228,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83846,ADQ049,ADQ037,0.02172628608946981,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83886,ADQ008,ADQ038,-0.012709692887768166,Music,Bach,Bach,Bach,Friend,1,1.0,1
83903,ADQ026,ADQ038,0.028676582682534237,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83907,ADQ030,ADQ038,0.02175755363463506,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83917,ADQ042,ADQ038,-0.00984005951966261,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83919,ADQ044,ADQ038,0.007303001226246903,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83923,ADQ049,ADQ038,0.005946423139574422,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83925,ADQ051,ADQ038,0.01684860113639973,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83927,ADQ053,ADQ038,0.0041774600110806035,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83946,AEQ080,ADQ038,0.02223916118524415,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83947,AEQ081,ADQ038,0.023000798141559982,Music,Bach,Bach,Bach,Stranger,0,4.0,0
83966,ADQ011,ADQ040,-0.011076965295482832,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83968,ADQ013,ADQ040,0.005101474005121727,Music,Bach,Bach,Bach,Friend,1,-2.0,1
83969,ADQ014,ADQ040,0.0013613232828119898,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83970,ADQ015,ADQ040,0.022227989707511983,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83976,ADQ022,ADQ040,0.03142894393532788,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83979,ADQ025,ADQ040,-0.03476986856156145,Music,Bach,Bach,Bach,Stranger,0,3.0,1
83983,ADQ029,ADQ040,0.02614934886558291,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
83987,ADQ034,ADQ040,0.02793151627874428,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84035,ADQ003,ADQ041,-0.006281684328717106,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84036,ADQ004,ADQ041,-0.027968747171745943,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84043,ADQ011,ADQ041,0.06566859429685408,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84046,ADQ014,ADQ041,0.02342604216637455,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84055,ADQ024,ADQ041,0.008113191022563788,Music,Bach,Bach,Bach,Family_ParentChild,1,3.0,1
84057,ADQ026,ADQ041,0.021560442803963388,Music,Bach,Bach,Bach,Stranger,0,2.0,1
84060,ADQ029,ADQ041,-0.00019040950164669518,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84062,ADQ031,ADQ041,0.017296168095570382,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84068,ADQ038,ADQ041,0.04634667013224948,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84077,ADQ049,ADQ041,0.09503946534254773,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84081,ADQ053,ADQ041,0.007728329082855807,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84083,ADQ055,ADQ041,0.056970006186383204,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84085,ADQ057,ADQ041,-0.0522017112206861,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84096,ADR069,ADQ041,-0.009853050054944508,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84108,AEQ089,ADQ041,-0.02199499888832317,Music,Bach,Bach,Bach,Stranger,0,4.0,0
84122,ADQ013,ADQ042,0.018999508888181242,Music,Bach,Bach,Bach,Friend,1,3.0,1
84123,ADQ014,ADQ042,-0.009121480190033678,Music,Bach,Bach,Bach,Friend,1,2.0,1
84124,ADQ015,ADQ042,0.013225284001069473,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84133,ADQ025,ADQ042,0.008570885523864176,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
84135,ADQ027,ADQ042,0.014450781939375634,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84136,ADQ028,ADQ042,-0.004140299294750287,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
84137,ADQ029,ADQ042,0.01991046243675099,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84141,ADQ034,ADQ042,-0.004493171357843361,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
84146,ADQ040,ADQ042,0.012182065139275415,Music,Bach,Bach,Bach,Friend/Absent,1,3.0,1
84189,ADQ003,ADQ043,0.017427546990398543,Music,Bach,Bach,Bach,Family_Partner,1,1.0,1
84190,ADQ004,ADQ043,-0.022056295937270577,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
84196,ADQ010,ADQ043,0.010862792419755345,Music,Bach,Bach,Bach,Family_ParentChild,1,3.0,1
84204,ADQ018,ADQ043,-0.05056053406632957,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84213,ADQ028,ADQ043,-0.01128460586199317,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84215,ADQ030,ADQ043,0.020248513213505258,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84221,ADQ037,ADQ043,0.018015763962796368,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84274,ADQ011,ADQ044,0.018785814496844154,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84276,ADQ013,ADQ044,0.012674809174788413,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
84278,ADQ015,ADQ044,0.005893927119667601,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84284,ADQ022,ADQ044,-0.019665404410547708,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84287,ADQ025,ADQ044,0.048671879407506516,Music,Bach,Bach,Bach,Stranger,0,3.0,1
84291,ADQ029,ADQ044,0.003640564788124539,Music,Bach,Bach,Bach,Stranger,0,-2.0,1
